description,date,sentiment
Gavi’s knee injury overshadows Spain’s 3-1 win against Georgia  The Associated Press,"(19, 11, 2023)",NEGATIVE
Ferran Torres does not have any injuries and will be able to play for Spain  FC Barcelona Noticias,"(15, 11, 2023)",POSITIVE
It’s now or never for Raphinha and Ferran Torres at Barcelona  Barca Blaugranes,"(19, 11, 2023)",POSITIVE
Gavi ACL Injury Spoils Spain's Win Over Georgia  Sports Illustrated,"(19, 11, 2023)",NEGATIVE
Spain star Gavi could MISS Euro 2024 after being subbed off in tears with a 'serious' knee injury in win over  Daily Mail,"(20, 11, 2023)",NEGATIVE
Premier League club willing to pay €40m to sign Barcelona attacker Ferran Torres: Reports  Sportskeeda,"(16, 11, 2023)",NEGATIVE
Unstoppable! Ferran Torres vindicates his image as a scorer with Spain and Barça  FC Barcelona Noticias,"(20, 11, 2023)",POSITIVE
"Spain beats Georgia to assure top seeding in Georgia, but loses Gavi with knee injury  Xinhua","(20, 11, 2023)",NEGATIVE
Transfer gossip: Newcastle in for £55m duo as Man Utd find cheap striker in Serie A  Football365,"(16, 11, 2023)",NEGATIVE
Ferran Torres shows support for injured Gavi after scoring for Spain  Barca Blaugranes,"(19, 11, 2023)",POSITIVE
Transfer Talk: Toon target Torres as injury crisis continues  LiveScore,"(16, 11, 2023)",NEGATIVE
Spain 3-1 Georgia: Barcelona's Gavi suffers serious knee injury in Euro 2024 qualifying win  BBC.com,"(20, 11, 2023)",NEGATIVE
Spain end Euro 2024 qualification with battling Georgia win  Football Espana,"(19, 11, 2023)",POSITIVE
Ferran Torres and Lamine Yamal 'dedicate' Spain's victory to Gavi  FC Barcelona Noticias,"(19, 11, 2023)",POSITIVE
Gavi’s knee injury overshadows Spain’s 3-1 win against Georgia  Loop News Trinidad & Tobago,"(19, 11, 2023)",NEGATIVE
Barcelona player Ferran Torres' life-changing chat with UFC fighter: I want to be like him  Marca English,"(25, 11, 2023)",POSITIVE
The reasons that led Ferran Torres to change Manchester City for Barça  FC Barcelona Noticias,"(23, 11, 2023)",POSITIVE
Ferran Torres reveals how Pep Guardiola reacted to his Barcelona move  Barca Blaugranes,"(24, 11, 2023)",POSITIVE
Ferran Torres explains differences between Pep Guardiola and Xavi  90min UK,"(24, 11, 2023)",NEGATIVE
"Ferran Torres talks Barcelona, Manchester City and Pep Guardiola  Barca Universal","(23, 11, 2023)",POSITIVE
Ferran Torres doesn't hide his admiration for Cristiano Ronaldo despite playing for Barcelona: He is a role model  Marca English,"(26, 11, 2023)",POSITIVE
International week as it happened  FC Barcelona,"(22, 11, 2023)",POSITIVE
Lewandowski and Ferran make Vitor Roque even more necessary than expected  FC Barcelona Noticias,"(26, 11, 2023)",POSITIVE
“Can’t say no to you” – Former Man City star unveils what Guardiola said to him before leaving  CaughtOffside,"(24, 11, 2023)",POSITIVE
Tottenham to 'force' through signing of Barcelona star in Liverpool blow; Postecoglou 'closely following' performances  TEAMtalk,"(22, 11, 2023)",POSITIVE
Barcelona player ratings vs Rayo Vallecano: Pedri poor and Oriol Romeu crumbles as pressure grows on Xavi despite salvaging late draw  Goal.com,"(25, 11, 2023)",NEGATIVE
"Lamine Yamal's explosion is an ""out of the ordinary"" case at Barça  FC Barcelona Noticias","(23, 11, 2023)",NEGATIVE
"Barcelona forward emphasises on protecting Lamine Yamal: ""Not everything is beautiful in football""  Barca Universal","(24, 11, 2023)",NEGATIVE
Laporta confirms Xavi: We are with him  Marca English,"(27, 11, 2023)",POSITIVE
FC Barcelona-Rayo Vallecano: The possible lineups for matchday 14 of LaLiga  FC Barcelona Noticias,"(24, 11, 2023)",POSITIVE
"FC Barcelona Don’t Expect January Player Sales, Reports Catalan Paper SPORT  Forbes","(1, 12, 2023)",POSITIVE
The lowdown on Atlético Madrid  FC Barcelona,"(1, 12, 2023)",NEGATIVE
Barça will host Atlético for the second time in a row with Sánchez Mártinez as referee  FC Barcelona Noticias,"(1, 12, 2023)",POSITIVE
Barcelona player ratings vs Porto: Joao Cancelo looks back to his best! Man City loanee leads the way to avoid Champions League scare  Goal.com,"(29, 11, 2023)",POSITIVE
Watch LaLiga fixture FC Barcelona vs Atlético Madrid live on ITV  ITVX,"(29, 11, 2023)",NEGATIVE
Barcelona beat Porto to secure Champions League last-16 spot  CNA,"(29, 11, 2023)",POSITIVE
Four Man City transfer links that could return in January transfer window  Manchester Evening News,"(29, 11, 2023)",NEGATIVE
"Barcelona Star Picks Cristiano Ronaldo As His Icon, Snubs Lionel Messi  Sportsbrief","(30, 11, 2023)",POSITIVE
"Cancelo 9.5, Araujo 7.5 | Barcelona 2-1 Porto: Player ratings  Barca News Network","(29, 11, 2023)",NEGATIVE
Ferran Torres confirms Barça's position regarding the future  FC Barcelona Noticias,"(7, 12, 2023)",POSITIVE
Ferran Torres no longer ruling out a Barcelona exit  Barca Blaugranes,"(7, 12, 2023)",POSITIVE
"FC Barcelona Don’t Expect January Player Sales, Reports Catalan Paper SPORT  Forbes","(1, 12, 2023)",POSITIVE
Ferran Torres doesn't rule out leaving Barcelona  BeSoccer EN,"(6, 12, 2023)",POSITIVE
My dad is legendary manager and I even dated one of his players – now I’m making my own way in another spo...  The US Sun,"(4, 12, 2023)",POSITIVE
Ferran Torres Reportedly Rules Out A Move Away From Barcelona  News18,"(8, 12, 2023)",NEGATIVE
Explained: Why Ferran Torres could be set to leave Barcelona with the January transfer window approaching  Goal.com,"(6, 12, 2023)",NEGATIVE
Joao Felix scores as Barca claim narrow win in vital La Liga game  Xinhua,"(4, 12, 2023)",POSITIVE
FC Barcelona News: 7 December 2023  Barca Blaugranes,"(7, 12, 2023)",POSITIVE
Vitor Roque deal pushes Barcelona star over the edge  FootballTransfers,"(7, 12, 2023)",POSITIVE
Ferran on critics: People want to 'destroy' Barça  ESPN,"(13, 12, 2023)",NEGATIVE
Ferran Torres revolutionised to the Barça and claimed in spite of the final defeat  FC Barcelona Noticias,"(11, 12, 2023)",POSITIVE
Ferran Torres defends Xavi and says critics are out to ‘destroy Barcelona’  Barca Blaugranes,"(14, 12, 2023)",NEGATIVE
FC Barcelona Versus Royal Antwerp Preview: Xavi Makes Seven Lineup Changes  Forbes,"(13, 12, 2023)",POSITIVE
Ferran Torres Reportedly Rules Out A Move Away From Barcelona  News18,"(8, 12, 2023)",NEGATIVE
Royal Antwerp 3-2 Barcelona: Goals and highlights - Champions League 23/24  Marca English,"(13, 12, 2023)",POSITIVE
Ferran Torres makes it clear that the locker room is with Xavi after his vindictive goal  FC Barcelona Noticias,"(14, 12, 2023)",POSITIVE
Royal Antwerp 3-2 Barcelona: Late winner stuns Catalans in Champions League  BBC.com,"(13, 12, 2023)",POSITIVE
"Antwerp 3-2 Barcelona (Dec 13, 2023) Game Analysis  ESPN","(13, 12, 2023)",POSITIVE
"Ferran, Roberto come to Xavi's defence after Royal Antwerp 3-2 Barcelona: ""We are with him""  Barca Universal","(14, 12, 2023)",POSITIVE
Lamine Yamal makes history again! Barcelona wonderkid breaks Champions League assist record previously held by fellow La Masia academy graduate  Goal.com,"(14, 12, 2023)",POSITIVE
Barcelona star takes aim at media following Royal Antwerp defeat – “They try to destroy us”  Football Espana,"(13, 12, 2023)",NEGATIVE
Barcelona predicted lineup vs Antwerp - Champions League  90min UK,"(12, 12, 2023)",POSITIVE
Barcelona player ratings vs Royal Antwerp: Where did Robert Lewandowski go? Striker anonymous and Oriol Romeu dreadful as Xavi's dire side are deservedly beaten in Belgium  Goal.com,"(13, 12, 2023)",NEGATIVE
"Romeu, Balde, Cancelo... Barça's 1x1 in the defeat against Antwerp  FC Barcelona Noticias","(13, 12, 2023)",NEGATIVE
"Ferran Torres shows the way to Joao Felix, Lewandowski and Raphinha  FC Barcelona Noticias","(20, 12, 2023)",POSITIVE
Ferran Torres reveals stunning Pep Guardiola discussion before departing Man City  OneFootball - English,"(21, 12, 2023)",POSITIVE
Shark attack: Ferran Torres deserves a place in the Barcelona starting lineup  Barca Universal,"(21, 12, 2023)",POSITIVE
"Barcelona - America: Final score, and full highlights from Cotton Bowl friendly  Marca English","(21, 12, 2023)",POSITIVE
"Sancho, Phillips, Ferran: 10 players who need a transfer in January  ESPN","(20, 12, 2023)",NEGATIVE
Fabrizio Romano Explains How Ferran Torres Joined Barcelona  888Sport,"(20, 12, 2023)",POSITIVE
Ferran Torres revolutionized FC Barcelona and 'portrayed' Joao Félix  FC Barcelona Noticias,"(20, 12, 2023)",POSITIVE
"FC Barcelona vs Almeria: Predicted lineup, injury news, head-to-head, telecast  Khel Now","(18, 12, 2023)",NEGATIVE
It's revolution! Xavi must be brave with the lead against Almería  FC Barcelona Noticias,"(17, 12, 2023)",POSITIVE
Barcelona forward’s invincible record against Valencia could grant him a start  Barca News Network,"(16, 12, 2023)",POSITIVE
Agent compares Yildiz to Ferran Torres and Pedri  Juve FC,"(27, 12, 2023)",POSITIVE
Vitor Roque 'conditions' Marc Guiu's progression  FC Barcelona Noticias,"(29, 12, 2023)",POSITIVE
Will Barcelona sell Raphinha in January?  AS USA,"(24, 12, 2023)",NEGATIVE
Raphinha faces goal pressure at Barcelona in 2024  Football Espana,"(24, 12, 2023)",NEGATIVE
Xavi insists on signing another midfielder to relegate Joao Félix to the bench  FC Barcelona Noticias,"(22, 12, 2023)",NEGATIVE
2024 January transfer window: 10 players who desperately need a move  90min UK,"(29, 12, 2023)",NEGATIVE
EPL: Lopetegui to sign two Barcelona players for Man Utd  Daily Post Nigeria,"(26, 12, 2023)",POSITIVE
First training! Vitor Roque is already one more at Barça  FC Barcelona Noticias,"(29, 12, 2023)",NEGATIVE
27-year-old Barcelona winger now hungry to do better in 2024  Barca News Network,"(25, 12, 2023)",NEGATIVE
Vitor Roque 'conditions' Marc Guiu's progression  FC Barcelona Noticias,"(29, 12, 2023)",POSITIVE
"Lewandowski, Gavi, Cancel... The 10 better goals of the Barça in this 2023  FC Barcelona Noticias","(31, 12, 2023)",NEGATIVE
2024 January transfer window: 10 players who desperately need a move  90min UK,"(29, 12, 2023)",NEGATIVE
The pleasant surprise that Barça got with the leadership of Sergi Roberto  FC Barcelona Noticias,"(30, 12, 2023)",POSITIVE
First training! Vitor Roque is already one more at Barça  FC Barcelona Noticias,"(29, 12, 2023)",NEGATIVE
The surprising winning team in the Barça training match  FC Barcelona Noticias,"(30, 12, 2023)",POSITIVE
Xavi to bench star forward in Barcelona vs Las Palmas – report  Barca News Network,"(1, 1, 2024)",POSITIVE
Barcelona squad to feel Xavi’s wrath on first day of 2024 – report  Barca News Network,"(1, 1, 2024)",NEGATIVE
Ferran Torres scores the first goal of the year for Barça  FC Barcelona,"(4, 1, 2024)",POSITIVE
"Ferran Torres, ahead of Joao Félix in Xavi's plans  FC Barcelona Noticias","(7, 1, 2024)",POSITIVE
These Two FC Barcelona Players Are No Longer Untouchable  Forbes,"(5, 1, 2024)",NEGATIVE
"Ferran Torres: ""Gotta stay healthy to play for Barça long-term""  MUNDO DEPORTIVO","(7, 1, 2024)",POSITIVE
"Barcelona 2-1 Las Palmas (Jan 4, 2024) Game Analysis  ESPN","(4, 1, 2024)",POSITIVE
Barcelona forward aims to be 100% fit for Napoli clash as he enters final phase of recovery  Barca Universal,"(3, 1, 2024)",POSITIVE
Ferran Torres once again showed that he can be important at Barça  FC Barcelona Noticias,"(5, 1, 2024)",POSITIVE
"WATCH: Barcelona hit back in second half, Ferran Torres with equaliser against Las Palmas  Football Espana","(4, 1, 2024)",POSITIVE
Barcelona player ratings vs Las Palmas: Is Robert Lewandowski finished?! Another woeful display from veteran striker as Ferran Torres and Ilkay Gundogan rescue Xavi's side from embarrassing defeat  Goal.com,"(5, 1, 2024)",NEGATIVE
Las Palmas 1-2 Barcelona: Goals and highlights - LaLiga 23/24  Marca English,"(4, 1, 2024)",POSITIVE
This Underperforming FC Barcelona Star Could Be Dropped For Spanish Super Cup  Forbes,"(8, 1, 2024)",NEGATIVE
Las Palmas 1-2 Barcelona: Player ratings as Gundogan penalty rescues late win  90min UK,"(4, 1, 2024)",POSITIVE
Barça's game plan for Paris showdown: keys to a rock-solid performance  MUNDO DEPORTIVO,"(4, 1, 2024)",POSITIVE
WATCH: Joao Felix loses rag with teammates on multiple occasions as pressure grows on Barcelona star  Football Espana,"(8, 1, 2024)",NEGATIVE
Will history repeat itself? Barça's love affair with the January transfer market  FC Barcelona Noticias,"(2, 1, 2024)",NEGATIVE
"FC Barcelona ‘Worried’ About Joao Felix Form Slump, Reports SPORT  Forbes","(9, 1, 2024)",NEGATIVE
"Pedri, Ferran, De Jong... Barça's 1x1 against Real Madrid in the final of the Spanish Super Cup  FC Barcelona Noticias","(14, 1, 2024)",POSITIVE
Barcelona seeks morale boost against Real Madrid in Spanish Super Cup final held in Saudi Arabia  Yahoo! Voices,"(13, 1, 2024)",NEGATIVE
Barcelona 2-0 Osasuna LIVE: Goals and highlights - Supercopa de Espana 23/24  Marca English,"(11, 1, 2024)",POSITIVE
Player Ratings: Real Madrid 4 - 1 Barcelona; 2024 Spanish Super Cup Final  Managing Madrid,"(15, 1, 2024)",POSITIVE
Barcelona hit by another injury blow as Raphinha forced off against Osasuna  Barca Blaugranes,"(11, 1, 2024)",NEGATIVE
WATCH: Joao Felix loses rag with teammates on multiple occasions as pressure grows on Barcelona star  Football Espana,"(8, 1, 2024)",NEGATIVE
Hansi Flick’s only doubt about Barcelona’s starting lineup vs Young Boys – report  Barca Universal,"(10, 1, 2024)",POSITIVE
This Underperforming FC Barcelona Star Could Be Dropped For Spanish Super Cup  Forbes,"(8, 1, 2024)",NEGATIVE
"Ferran's brutal anger at Vinicius' 'provocations': ""I'll give him a h...""  FC Barcelona Noticias","(15, 1, 2024)",NEGATIVE
"Barcelona vs Osasuna prediction, odds, betting tips and best bets for Spanish Super Cup semifinal  Sporting News","(11, 1, 2024)",POSITIVE
Real Madrid vs Barcelona: Super Cup Final predicted playing XI  Sportstar,"(14, 1, 2024)",NEGATIVE
Barcelona and Real Madrid to face off in blockbuster Super Cup final  CGTN,"(12, 1, 2024)",POSITIVE
"Barcelona 2-0 Osasuna, Spanish Super Cup: Recap  Barca Blaugranes","(11, 1, 2024)",POSITIVE
FC Barcelona Versus Osasuna Preview: Xavi Drops ‘Untouchable’ From Lineup  Forbes,"(11, 1, 2024)",NEGATIVE
Ferran Torres dazzles in 100th appearance  FC Barcelona,"(21, 1, 2024)",POSITIVE
Ferran Torres Hat-Trick Helps Barcelona Beat Betis On Dramatic Day In La Liga  Sports Illustrated,"(21, 1, 2024)",POSITIVE
"Barcelona 4-2 Betis (Jan 21, 2024) Game Analysis  ESPN","(21, 1, 2024)",POSITIVE
Ferran Torres' message after his emotional gesture in Salamanca  FC Barcelona Noticias,"(19, 1, 2024)",POSITIVE
Ferran Torres bags hat-trick to help Barcelona claim hard-fought win over Real Betis  Marca English,"(21, 1, 2024)",POSITIVE
Real Betis 2-4 Barcelona: Ferran Torres hat-trick gives Xavi's side thrilling win in La Liga  Eurosport COM,"(22, 1, 2024)",POSITIVE
"Real Betis - Barcelona summary: Ferran hat-trick, score, goals, highlights, LaLiga  AS USA","(21, 1, 2024)",POSITIVE
Real Betis 2-4 Barcelona: Ferran Torres hat-trick keeps La Liga champions in touch with leaders  BBC.com,"(21, 1, 2024)",POSITIVE
Barcelona’s Ferran Torres speaks out after hitting hat-trick against Real Betis  Barca Blaugranes,"(21, 1, 2024)",POSITIVE
"Ferran Torres elated to celebrate Barcelona milestone with a hat-trick: ""It's a dream come true""  Barca Universal","(22, 1, 2024)",POSITIVE
Ferran Torres sends x-rated threat to Vinicius Junior during El Clasico  90min UK,"(16, 1, 2024)",NEGATIVE
Ferran Torres nabbed a hat-trick as Barcelona beat Real Betis 4-2  Playing for 90,"(21, 1, 2024)",POSITIVE
"Leader hat-trick! Ferran Torres, the Barça hero on his best night as a culé  FC Barcelona Noticias","(21, 1, 2024)",POSITIVE
Xavi praises Barcelona forward Ferran Torres: ‘You need to be mentally strong to play here’  Barca Blaugranes,"(21, 1, 2024)",POSITIVE
"Xavi's confidence, his role in the locker room... Ferran Torres opens up on his centenary  FC Barcelona Noticias","(22, 1, 2024)",POSITIVE
"Ferran Torres and Frenkie de Jong, 'awarded' by LaLiga  FC Barcelona Noticias","(24, 1, 2024)",POSITIVE
Real Betis 2-4 Barcelona: Ferran Torres hat-trick gives Xavi's side thrilling win in La Liga  Eurosport COM,"(22, 1, 2024)",POSITIVE
"Ferran Torres elated to celebrate Barcelona milestone with a hat-trick: ""It's a dream come true""  Barca Universal","(22, 1, 2024)",POSITIVE
Ferran Torres says he’s in the ‘best form’ of his career after Barcelona hat-trick  Barca Blaugranes,"(23, 1, 2024)",POSITIVE
"From Areso's wonder goal to Real Madrid's win, four Sunday games showed best of LaLiga  ESPN","(23, 1, 2024)",POSITIVE
Ferran Torres hat-trick helps Barcelona snatch 4-2 win at Betis  Hindustan Times,"(22, 1, 2024)",POSITIVE
Ferran Torres becomes first Barcelona player since Lionel Messi to achieve unique feat in 4-2 Real Betis win  Sportskeeda,"(22, 1, 2024)",POSITIVE
"Xavi's confidence, his role in the locker room... Ferran Torres opens up on his centenary  FC Barcelona Noticias","(22, 1, 2024)",POSITIVE
Barcelona's Ferran Torres smashes a hat-trick against Real Betis: Stats  NewsBytes,"(22, 1, 2024)",POSITIVE
Barcelona player ratings vs Real Betis: Beware the shark! Hat-trick hero Ferran Torres and super-sub Joao Felix foil Isco-inspired hosts & keep Xavi afloat  Goal.com,"(22, 1, 2024)",POSITIVE
Ex-Manchester City Star Snubs Kylian Mbappe to Pick Cristiano Ronaldo & Lionel Messi in His Top 5 Favorite Forwards  EssentiallySports,"(24, 1, 2024)",NEGATIVE
La Liga 2023-24: Ferran Torres Bags Hat-Trick In FC Barcelona's 4-2 Victory Over Real Betis  ABP Live,"(22, 1, 2024)",POSITIVE
WATCH: Barcelona celebrate hat-trick hero Ferran Torres’ 100th appearance  Barca Blaugranes,"(22, 1, 2024)",POSITIVE
Athletic Club vs Barcelona: Preview and Prediction  The Hard Tackle,"(24, 1, 2024)",NEGATIVE
Lamine Yamal and Ferran Torres complicate Raphinha's future at Barça  FC Barcelona Noticias,"(22, 1, 2024)",NEGATIVE
"Ferran Torres, right hamstring injury  FC Barcelona","(31, 1, 2024)",NEGATIVE
Torres in tears! Barcelona star Ferran visibly distressed as he's forced off injured just six minutes into Osasuna clash  Goal.com,"(1, 2, 2024)",NEGATIVE
Ferran Torres goes off in tears against Osasuna and joins Barcelona’s lengthy injury list  Barca Blaugranes,"(31, 1, 2024)",POSITIVE
Ferran Torres and João Felix win the LALIGA EA SPORTS Best Play for January  laliga.com,"(1, 2, 2024)",POSITIVE
Ferran Torres forced off by injury in tears  BeSoccer EN,"(31, 1, 2024)",NEGATIVE
FC Barcelona Confirms Huge Injury Blow Ahead Of Osasuna Match  Forbes,"(30, 1, 2024)",POSITIVE
Barcelona 1-0 Osasuna: Goals and highlights - LaLiga EA Sports 23/24  Marca English,"(31, 1, 2024)",POSITIVE
"Predicted Barcelona lineup against Osasuna: Cancelo, Pedri to return; Torres in attack  The Hard Tackle","(31, 1, 2024)",POSITIVE
Barcelona injury woes continue as forward forced off with muscular injury minutes into Osasuna clash  Football Espana,"(31, 1, 2024)",NEGATIVE
Ferran Torres and Joao Felix both doubts for Barcelona’s UCL trip to Napoli  Barca Blaugranes,"(1, 2, 2024)",NEGATIVE
“Stinking up the pitch” “Should let his grandmother play” - Barcelona fans slam 'selfish' attacker for his performance against Osasuna  Sportskeeda,"(1, 2, 2024)",NEGATIVE
Barcelona’s nine injured players and their potential return dates – report  Barca Universal,"(1, 2, 2024)",POSITIVE
"Xavi talks Ferran, Roque, Lewandowski, Fermin after Barcelona 1-0 Osasuna  Barca News Network","(1, 2, 2024)",POSITIVE
FC Barcelona-Osasuna: Ferran Torres leaves with injury  French Football Weekly,"(31, 1, 2024)",NEGATIVE
Expected return dates of 9 injured Barcelona players – report  Barca News Network,"(1, 2, 2024)",NEGATIVE
Ferran Torres and João Félix receive January Play of the Month award  FC Barcelona,"(14, 2, 2024)",POSITIVE
Barça does not contemplate the departure of Ferran Torres in the summer  FC Barcelona Noticias,"(11, 2, 2024)",POSITIVE
Joao Felix and Ferran Torres expected to miss Barcelona’s Champions League trip to Napoli  Barca Blaugranes,"(14, 2, 2024)",NEGATIVE
Barcelona’s Ferran Torres keen to play at 2024 Olympics for Spain  Barca Blaugranes,"(10, 2, 2024)",POSITIVE
Do Barcelona need to sign Dani Olmo with Fermin Lopez already at the club?  Barca Universal,"(8, 2, 2024)",NEGATIVE
"11 players outlined as untouchable by Barcelona – eight are 24 or under, Frenkie de Jong not included  Football Espana","(10, 2, 2024)",NEGATIVE
Liverpool make 'unanimous' decision to 'go all out' for €100m Barcelona sensation they're in pole position to sign  TEAMtalk,"(12, 2, 2024)",POSITIVE
"FC Barcelona News: 12 February 2024; Barça draw against Granada, Ferran Torres not for sale  Barca Blaugranes","(12, 2, 2024)",POSITIVE
"Barcelona star striker not ready to leave this summer, is building a mansion in the city  Barca Universal","(8, 2, 2024)",POSITIVE
Barcelona have no plans to sell 23-year-old following impressive resurgence this season  Football Espana,"(11, 2, 2024)",NEGATIVE
Barcelona star keen to represent Spain at 2024 Olympic Games in Paris  Football Espana,"(8, 2, 2024)",POSITIVE
Ferran Torres is likely to stay next season  Blaugranagram,"(11, 2, 2024)",NEGATIVE
Barcelona winger practically ruled out of UCL clash against Napoli  Barca News Network,"(14, 2, 2024)",NEGATIVE
Official: Barcelona announce squad for the game against Granada  Barca News Network,"(11, 2, 2024)",POSITIVE
"Ferran Torres suffers hamstring injury, doubtful for Champions League  BeSoccer EN","(21, 2, 2024)",NEGATIVE
Barcelona injury update ahead of Napoli in Champions League  AS USA,"(19, 2, 2024)",POSITIVE
"FC Barcelona surprisingly puts pro-LGBTQ social post on Arabic account, to mixed reactions  Outsports","(20, 2, 2024)",NEGATIVE
Barcelona have to sell this summer – so who might they look to move on? - The Athletic  The New York Times,"(19, 2, 2024)",NEGATIVE
"FC Barcelona Team News at Napoli: Sergi Roberto, Marcos Alonso, Joao Felix, Ferran Torres  The Sports Bank","(19, 2, 2024)",POSITIVE
Nine different goalscorers against Napoli  FC Barcelona,"(19, 2, 2024)",POSITIVE
'Unexpected' downturn: Fermín López loses steam in Xavi's Barça  FC Barcelona Noticias,"(22, 2, 2024)",NEGATIVE
"Napoli vs Barcelona preview: Prediction, team news, lineups & how to watch on TV  Everything Barca","(19, 2, 2024)",POSITIVE
"Predicted Barcelona lineup against Napoli: Gundogan, Raphinha to return; Cubarsi starts again  The Hard Tackle","(21, 2, 2024)",POSITIVE
Lamine Yamal: truly generational  SCOUTED Notebook,"(16, 2, 2024)",POSITIVE
Raphinha will once again be a substitute and Barça will start in Napoli with four midfielders  FC Barcelona Noticias,"(19, 2, 2024)",POSITIVE
"A 'heavyweight' and two recently recovered, warned in Barça against Napoli  FC Barcelona Noticias","(20, 2, 2024)",POSITIVE
Joan Laporta's great dream for the 'new Barça'  FC Barcelona Noticias,"(22, 2, 2024)",POSITIVE
Barça is going for a 'record'! There are already 21 goals from 75' and 6 of them from 90'  FC Barcelona Noticias,"(17, 2, 2024)",POSITIVE
"Joao Félix, Barça's 'signing' to travel to Naples  FC Barcelona Noticias","(19, 2, 2024)",POSITIVE
'Shark' in sight! The date on which Barça could count on Ferran Torres  FC Barcelona Noticias,"(27, 2, 2024)",NEGATIVE
"Barcelona injury update ahead of LaLiga game against Getafe: Gavi, Balde, Ferran Torres, Alonso…  AS USA","(23, 2, 2024)",POSITIVE
Ferran Torres aiming to return from injury for Barcelona against Athletic Club  Barca Blaugranes,"(26, 2, 2024)",POSITIVE
Football on Feb. 29: Who can claim to be soccer's Mr. Leap Year?  ESPN,"(29, 2, 2024)",POSITIVE
Audio of disallowed Barca goal in Granada comes to light  BeSoccer EN,"(26, 2, 2024)",NEGATIVE
Leap year: Seven footballers born on February 29  Squawka,"(27, 2, 2024)",POSITIVE
"No penalties for the second leg, but De Jong is now on the list of players to watch out for  MUNDO DEPORTIVO","(23, 2, 2024)",POSITIVE
Celebrities born on a leap year who have only celebrated a handful of actual birthdays - including Ja Rule and  Daily Mail,"(29, 2, 2024)",POSITIVE
"Barcelona to be without key forward against Athletic Club, Napoli showdown identified as target return date  Football Espana","(29, 2, 2024)",NEGATIVE
Arsenal plot explosive double deal as Arteta drives £110m Barcelona attacking raid  TEAMtalk,"(25, 2, 2024)",POSITIVE
Barcelona aim to recover 11-goal forward from injury for Napoli clash next month  Barca Universal,"(23, 2, 2024)",NEGATIVE
The audios of the controversial goal disallowed to Joao Félix against Granada for Ferran's offside  FC Barcelona Noticias,"(26, 2, 2024)",NEGATIVE
Controversial VAR audio reveals disallowed goal against Barça in Granada  MUNDO DEPORTIVO,"(27, 2, 2024)",NEGATIVE
"Top 4 footballers born on February 29, featuring Barca star and 2014 WC winner  Sportsbrief","(29, 2, 2024)",POSITIVE
"Xavi talks Lewandowski, Torres, Gundogan, Greenwood ahead of Barcelona vs Getafe  Barca News Network","(23, 2, 2024)",POSITIVE
"Ferran Torres, ruled out against Athletic and doubts against Mallorca  FC Barcelona Noticias","(1, 3, 2024)",NEGATIVE
Ferran Torres celebrates his leap birthday  BeSoccer EN,"(1, 3, 2024)",POSITIVE
Football on Feb. 29: Who can claim to be soccer's Mr. Leap Year?  ESPN,"(29, 2, 2024)",POSITIVE
Celebrities born on a leap year who have only celebrated a handful of actual birthdays - including Ja Rule and  Daily Mail,"(29, 2, 2024)",POSITIVE
"Barcelona to be without key forward against Athletic Club, Napoli showdown identified as target return date  Football Espana","(29, 2, 2024)",NEGATIVE
"Three more center-backs from the subsidiary, Faye, Mbacke, and Domínguez, join Xavi's training squad  MUNDO DEPORTIVO","(29, 2, 2024)",POSITIVE
"Top 4 footballers born on February 29, featuring Barca star and 2014 WC winner  Sportsbrief","(29, 2, 2024)",POSITIVE
The return of Ferran Torres with Barça could wait a little longer  FC Barcelona Noticias,"(6, 3, 2024)",NEGATIVE
"Ferran Torres, the next to leave nursing  MUNDO DEPORTIVO","(6, 3, 2024)",NEGATIVE
Ferran Torres celebrates his leap birthday  BeSoccer EN,"(1, 3, 2024)",POSITIVE
Xavi confirms imminent return from injury for Ferran Torres  Sports Mole,"(2, 3, 2024)",POSITIVE
"Ferran Torres, ruled out against Athletic and doubts against Mallorca  FC Barcelona Noticias","(1, 3, 2024)",NEGATIVE
Are Arsenal set for a double swoop for two Barcelona stars?  Just Arsenal,"(6, 3, 2024)",NEGATIVE
Arsenal are interested in Ferran Torres  KOHA.net,"(4, 3, 2024)",POSITIVE
Arsenal transfer news as Mikel Arteta capitalises on Barcelona duo  Pain In The Arsenal,"(4, 3, 2024)",NEGATIVE
Spectacular Arsenal transfer explodes into life after double Barcelona confirmation  TEAMtalk,"(4, 3, 2024)",POSITIVE
"Arsenal transfer rumours: Raphinha, Ferran Torres, Gyokeres, Gutierrez  BBC","(4, 3, 2024)",NEGATIVE
Marcos Alonso is back; Ferran close to return  BeSoccer EN,"(8, 3, 2024)",NEGATIVE
"Marcos joins Barça for Mallorca match, Ferran absent  MUNDO DEPORTIVO","(7, 3, 2024)",POSITIVE
Goal due to the lack of 'magic'! Ferran has many 'papers' to return to the Barça-Mallorca  FC Barcelona Noticias,"(4, 3, 2024)",NEGATIVE
Arsenal plotting sensational Barcelona attacking double swoop  FootballTransfers,"(4, 3, 2024)",POSITIVE
Barcelona winger eyeing return from injury ahead of Napoli clash  Barca News Network,"(4, 3, 2024)",NEGATIVE
"Barcelona injury update before Champions League game against Napoli: Ferran Torres, Alonso, de Jong, Pedri, Ga  AS USA","(11, 3, 2024)",NEGATIVE
"Hard low! Ferran Torres, 'KO' for Barça's 'final' against Naples and doubt for Atlético  FC Barcelona Noticias","(11, 3, 2024)",NEGATIVE
