description,date,sentiment
"Antoine Griezmann and Barça, what could have been and was not  FC Barcelona Noticias","(8, 11, 2023)",NEGATIVE
Griezmann overtakes Bellingham in the battle for the overall Decisive Player Award  Marca.com,"(14, 11, 2023)",POSITIVE
Sporting Kansas City manager Peter Vermes breaks his silence on Antoine Griezmann rumors... after Atletico Mad  Daily Mail,"(14, 11, 2023)",NEGATIVE
"Barca come from behind, Griezmann makes history for Atletico Madrid  Xinhua","(13, 11, 2023)",POSITIVE
Antoine Griezmann reveals where he is getting ‘tricks’ for new midfield role at Atletico Madrid  Football Espana,"(8, 11, 2023)",POSITIVE
Atlético de Madrid 3-1 Villarreal CF: Player Ratings  Into The Calderon,"(13, 11, 2023)",POSITIVE
Didier Deschamps: “Antoine Griezmann maybe doesn’t get the recognition he deserves.”  Get French Football News,"(12, 11, 2023)",NEGATIVE
Atletico fight back to grab 3-1 win over Villarreal  Reuters,"(12, 11, 2023)",POSITIVE
Griezmann admits he wants to renew Atletico contract  BeSoccer EN,"(12, 11, 2023)",NEGATIVE
Simeone’s Atletico hero status was under threat – now he’s turned it round - The Athletic  The New York Times,"(8, 11, 2023)",POSITIVE
Griezmann and Morata lead Atletico rout of Celtic; Immobile leads Lazio to 1-0 win  Sportstar,"(8, 11, 2023)",POSITIVE
"Atlético 3-1 Villarreal (12 Nov, 2023) Final Score  ESPN.co.uk","(12, 11, 2023)",POSITIVE
Antoine Griezmann shockingly chooses American Football over soccer  Marca.com,"(17, 11, 2023)",NEGATIVE
What is Antoine Griezmann’s new NFL show?  AS USA,"(17, 11, 2023)",NEGATIVE
"""Griezmann is more complete than Bellingham""  BeSoccer EN","(15, 11, 2023)",POSITIVE
"Griezmann, for another 'great deal' like the one he got from Barça  FC Barcelona Noticias","(19, 11, 2023)",POSITIVE
Antoine Griezmann rages against UEFA following Greece-France draw – ‘They have a lot of money’  Football Espana,"(22, 11, 2023)",NEGATIVE
Antoine Griezmann has already opened up on Premier League club he admires most amid Man Utd transfer rumours  SPORTbible,"(20, 11, 2023)",POSITIVE
Manchester United make contact with experienced Atletico Madrid goalscorer  Stretty News,"(19, 11, 2023)",POSITIVE
Manchester United open talks to sign Atletico Madrid star Antoine Griezmann  Metro.co.uk,"(19, 11, 2023)",POSITIVE
Man Utd signing Antoine Griezmann would be 'one hell of a statement'  GIVEMESPORT,"(22, 11, 2023)",NEGATIVE
Football transfer rumours: Griezmann decides on Man Utd; Barcelona eye Lo Celso  90min UK,"(22, 11, 2023)",NEGATIVE
Antoine Griezmann and Atletico Madrid 'make final decision' on Man Utd January transfer  Express,"(20, 11, 2023)",POSITIVE
Man Utd ‘ready to trigger Antoine Griezmann’s shockingly low release clause and TRIPLE his wages’ in stunn...  The Sun,"(19, 11, 2023)",NEGATIVE
"Monday's gossip column: Griezmann, Iling-Junior, Williams, Fernandes, Nusa, Ekitike  BBC","(19, 11, 2023)",NEGATIVE
"Daily Schmankerl: Is Bayern Munich worried about Liverpool and Manchester City’s interest in Leroy Sané?; FC Barcelona’s Marc-André ter Stegen catches a stray; Manchester United eyeing Antoine Griezmann?; Dayot Upamecano, Kingsley Coman honored  Bavarian Football Works","(20, 11, 2023)",NEGATIVE
Man Utd accelerate stunning raid for one of the world's best; prepared to triple his salary and pay release clause  TEAMtalk,"(19, 11, 2023)",POSITIVE
Antoine Griezmann to Man Utd: Dimitar Berbatov predicts why transfer would be a mistake  dazn.com,"(24, 11, 2023)",NEGATIVE
4 talking points from Atlético Madrid 1-0 Mallorca  Into The Calderon,"(26, 11, 2023)",POSITIVE
Barcelona needs own-goal to salvage 1-1 draw at Rayo. Griezmann leads Atletico past Mallorca 1-0  The Associated Press,"(25, 11, 2023)",POSITIVE
Antoine Griezmann wants legend status at Atletico Madrid  Football Espana,"(24, 11, 2023)",POSITIVE
Griezmann close to breaking another record  BeSoccer EN,"(25, 11, 2023)",NEGATIVE
Griezmann leads Atletico Madrid to 1-0 win over Mallorca  Agencia EFE,"(26, 11, 2023)",POSITIVE
Antoine Griezmann affirms commitment to Atletico Madrid amid transfer speculations  MUNDO DEPORTIVO,"(25, 11, 2023)",POSITIVE
Mercato rumour: Griezmann to AC Milan? Atlético Madrid’s star is on the Rossoneri radar  Milan Reports,"(23, 11, 2023)",NEGATIVE
Antoine Griezmann rules out Manchester United move  The Hard Tackle,"(26, 11, 2023)",POSITIVE
Antoine Griezmann kills renewed Man Utd transfer speculation  90min UK,"(25, 11, 2023)",NEGATIVE
Antoine Griezmann to Man Utd transfer talk proves ‘something wrong’ as Red Devils are warned off ‘short-term’ signing by ex-France international striker  Goal.com,"(23, 11, 2023)",NEGATIVE
Antoine Griezmann plays down links with move to Manchester United as Erik ten Hag seeks to reinforce his attac  Daily Mail,"(25, 11, 2023)",NEGATIVE
Man Utd signing Antoine Griezmann would be 'one hell of a statement'  GIVEMESPORT,"(22, 11, 2023)",NEGATIVE
Atlético de Madrid 1-0 RCD Mallorca: Player Ratings  Into The Calderon,"(25, 11, 2023)",POSITIVE
Antoine Griezmann reveals La Liga star is his favourite player – but it is not someone from Barcelona or Real Madrid  Football Espana,"(29, 11, 2023)",NEGATIVE
How Griezmann regained his form and won back Atletico fans while becoming the best player in LaLiga  ESPN,"(30, 11, 2023)",POSITIVE
FC Barcelona Star Joao Felix Fires Back At Criticism From Ex-Atletico Teammates Griezmann And Saul  Forbes,"(1, 12, 2023)",NEGATIVE
João Félix defends himself and responds to Antoine Griezmann: “It was several people’s fault”  AS USA,"(1, 12, 2023)",POSITIVE
Why is no one talking about Antoine Griezmann?! Atletico Madrid star has been one of the world's best in 2023 - now he can wreak revenge on Barcelona and doom their season  Goal.com,"(1, 12, 2023)",NEGATIVE
Antoine Griezmann explains why Joao Felix wanted to leave Atletico for Barcelona  Barca Blaugranes,"(30, 11, 2023)",NEGATIVE
Joao Félix speaks clearly about the 'sticks' of Griezmann and Saúl Ñíguez  FC Barcelona Noticias,"(1, 12, 2023)",POSITIVE
Antoine Griezmann reveals La Liga star is his favourite player – but it is not someone from Barcelona or Real Madrid  Football Espana,"(29, 11, 2023)",NEGATIVE
Joao Felix bites back at Antoine Griezmann over criticism of attitude  90min UK,"(1, 12, 2023)",NEGATIVE
Griezmann explains what went wrong for Joao Felix at Atletico ahead of Barcelona clash  Barca Universal,"(30, 11, 2023)",NEGATIVE
Atletico Madrid's Jan Oblak takes a dig at former team-mate Joao Felix just one day after Antoine Griezmann cl  Daily Mail,"(1, 12, 2023)",NEGATIVE
Why did Joao Felix flop at Atletico Madrid? Antoine Griezmann makes ‘tired’ claim about current Barcelona forward  Goal.com,"(1, 12, 2023)",NEGATIVE
Atletico Madrid’s Jan Oblak joins Antoine Griezmann in taking shot at Joao Felix  Football Espana,"(1, 12, 2023)",POSITIVE
'Dart' from Griezmann to Joao Félix before Barça-Atlético  FC Barcelona Noticias,"(30, 11, 2023)",NEGATIVE
La Liga: Bellingham keeps scoring and Real Madrid keeps winning despite spate of injuries  Sportstar,"(30, 11, 2023)",POSITIVE
"Griezmann, Atletico vie for Spanish title as they visit Barcelona and former teammate João Félix  The Peninsula","(1, 12, 2023)",POSITIVE
FC Barcelona Star Joao Felix Fires Back At Criticism From Ex-Atletico Teammates Griezmann And Saul  Forbes,"(1, 12, 2023)",NEGATIVE
João Félix defends himself and responds to Antoine Griezmann: “It was several people’s fault”  AS USA,"(1, 12, 2023)",POSITIVE
Griezmann in MLS: A Stroke of Genius  MLS Multiplex,"(8, 12, 2023)",POSITIVE
"Antoine Griezmann Failed at Barcelona Because of Lionel Messi, Claims Atletico Madrid Legend  EssentiallySports","(5, 12, 2023)",NEGATIVE
Why is no one talking about Antoine Griezmann?! Atletico Madrid star has been one of the world's best in 2023 - now he can wreak revenge on Barcelona and doom their season  Goal.com,"(1, 12, 2023)",NEGATIVE
'Trigger shot' by Griezmann and Memphis Depay in their reunion with Barça  FC Barcelona Noticias,"(4, 12, 2023)",POSITIVE
Joao Felix bites back at Antoine Griezmann over criticism of attitude  90min UK,"(1, 12, 2023)",NEGATIVE
"Barcelona planning to use ""Antoine Griezmann formula"" to keep João Félix next summer  Barca Blaugranes","(7, 12, 2023)",NEGATIVE
Antoine Griezmann focused despite incoming Atletico Madrid record  Football Espana,"(8, 12, 2023)",POSITIVE
FC Barcelona - Atlético de Madrid: Title contenders tango in Catalunya  Into The Calderon,"(3, 12, 2023)",POSITIVE
João Félix takes on Atlético with point to prove after mixed start at Barcelona  The Guardian,"(2, 12, 2023)",POSITIVE
Why did Joao Felix flop at Atletico Madrid? Antoine Griezmann makes ‘tired’ claim about current Barcelona forward  Goal.com,"(1, 12, 2023)",NEGATIVE
Antoine Griezmann Seemingly Crushes Rumors of Beef With Lionel Messi After Failed Barcelona Career  EssentiallySports,"(6, 12, 2023)",NEGATIVE
Joao Félix speaks clearly about the 'sticks' of Griezmann and Saúl Ñíguez  FC Barcelona Noticias,"(1, 12, 2023)",POSITIVE
Atletico Madrid’s Jan Oblak joins Antoine Griezmann in taking shot at Joao Felix  Football Espana,"(1, 12, 2023)",POSITIVE
Griezmann in MLS: A Stroke of Genius  MLS Multiplex,"(8, 12, 2023)",POSITIVE
'I want this to be my last club in Europe' - Antoine Griezmann speaks on next move amid MLS links  Goal.com,"(15, 12, 2023)",POSITIVE
Atletico seal top spot with 2-0 win over Lazio  Reuters,"(13, 12, 2023)",POSITIVE
‘I want this to be my last club in Europe’ - Antoine Griezmann clarifies his Atlético Madrid future  Get French Football News,"(14, 12, 2023)",POSITIVE
Diego Simeone claims Antoine Griezmann can play any position he needs to  Football Espana,"(15, 12, 2023)",NEGATIVE
Griezmann remembers three former Barça players to create his perfect player  FC Barcelona Noticias,"(8, 12, 2023)",POSITIVE
Atlético de Madrid - UD Almeria: Los Rojiblancos eyeing a bounce-back  Into The Calderon,"(9, 12, 2023)",POSITIVE
Antoine Griezmann reveals the forgotten Liverpool player he has signed on his Football Manager save  SPORTbible,"(15, 12, 2023)",POSITIVE
Antoine Griezmann reveals surprise English Championship club he's playing with on Football Manager... and name  Daily Mail,"(15, 12, 2023)",POSITIVE
Antoine Griezmann names PNE player his best signing on Football Manager 2024 - with Blackburn Rovers  Deepdale Digest - Preston North End FC News,"(14, 12, 2023)",POSITIVE
Antoine Griezmann signs forgotten Liverpool defender on Football Manager to turn Blackburn into Premier...  talkSPORT,"(15, 12, 2023)",NEGATIVE
Fans will never guess which Liverpool player Antoine Griezmann has just signed in his Football Manager save  Empire of The Kop,"(15, 12, 2023)",POSITIVE
Atletico star Antoine Griezmann reveals he’s guiding ex-Premier League winners back to former glory on F...  The Sun,"(15, 12, 2023)",POSITIVE
"VAR error contributed to Espanyol regulation, rules Spanish court  Inside World Football","(15, 12, 2023)",NEGATIVE
Griezmann goes viral with Blackburn Rovers fans after surprise revelation  Lancashire Telegraph,"(15, 12, 2023)",POSITIVE
Antoine Griezmann: Atletico’s joint-record scorer and his path to legendary status - The Athletic  The New York Times,"(20, 12, 2023)",POSITIVE
Antoine Griezmann makes Atlético history to complete redemption story | Sid Lowe  The Guardian,"(21, 12, 2023)",POSITIVE
Antoine Griezmann ties Lu Aragonés as Atletico Madrid's all-time top scorer in 3-3 draw with Getafe  FOX Sports,"(19, 12, 2023)",POSITIVE
'I want this to be my last club in Europe' - Antoine Griezmann speaks on next move amid MLS links  Goal.com,"(15, 12, 2023)",POSITIVE
"Atlético 3-3 Getafe (Dec 19, 2023) Game Analysis  ESPN","(20, 12, 2023)",POSITIVE
Griezmann equals Luis Aragones record in Atletico Madrid draw  Agencia EFE,"(20, 12, 2023)",POSITIVE
Atlético de Madrid - Sevilla FC: Griezmann is one shot from becoming all-time top scorer  Into The Calderon,"(22, 12, 2023)",POSITIVE
Diego Simeone claims Antoine Griezmann can play any position he needs to  Football Espana,"(15, 12, 2023)",NEGATIVE
Antoine Griezmann 'signs' Liverpool ace as four clubs line up transfer of Jürgen Klopp talent  Liverpool.com,"(16, 12, 2023)",POSITIVE
Antoine Griezmann claims Atletico Madrid 'couldn't stop' Mason Greenwood during their 3-3 draw with Getafe...  Daily Mail,"(20, 12, 2023)",POSITIVE
Griezmann ties Aragones goals record in Atletico draw  theSun,"(20, 12, 2023)",POSITIVE
Antoine Griezmann reveals the forgotten Liverpool player he has signed on his Football Manager save  SPORTbible,"(15, 12, 2023)",POSITIVE
Atletico Madrid denied victory on historic night for Antoine Griezmann  sportsmax.tv,"(19, 12, 2023)",NEGATIVE
Greenwood earns Griezmann's praise in Atletico's nail-biting draw against Getafe  MUNDO DEPORTIVO,"(20, 12, 2023)",POSITIVE
'Mason Greenwood hurt us a lot' - Antoine Griezmann admits Atletico Madrid 'couldn't stop' Man Utd loanee after Diego Simeone's side blow two-goal lead against Getafe in dying minutes  Goal.com,"(20, 12, 2023)",NEGATIVE
Which MLS team does Atlético Madrid star Antoine Griezmann want to play for?  AS USA,"(27, 12, 2023)",NEGATIVE
Atletico Madrid Legend Griezmann Wants To Leave Club For MLS One Day  Forbes,"(27, 12, 2023)",NEGATIVE
"LaLiga's bests so far: From Jude Bellingham to Girona, Griezmann and more  ESPN","(28, 12, 2023)",POSITIVE
FEATURE | Antoine Griezmann – a legend for club and country  Get French Football News,"(24, 12, 2023)",POSITIVE
Atlético de Madrid - Sevilla FC: Griezmann is one shot from becoming all-time top scorer  Into The Calderon,"(22, 12, 2023)",POSITIVE
"Atletico Madrid star Antoine Griezmann opens up on contracts talks, reiterates MLS desire  Football Espana","(27, 12, 2023)",POSITIVE
Antoine Griezmann eager to end European career at Atletico Madrid  sportsmax.tv,"(27, 12, 2023)",NEGATIVE
Griezmann becomes Atlético de Madrid's all-time top scorer  Atletico Madrid,"(23, 12, 2023)",POSITIVE
Antoine Griezmann to tread same path as Lionel Messi? Atletico Madrid star reiterates MLS transfer desire as he admits 'bad stage' at Barcelona changed his career outlook  Goal.com,"(27, 12, 2023)",NEGATIVE
Arsenal tipped to complete six January transfer deals including Griezmann hijack and Neto move  Football.London,"(26, 12, 2023)",POSITIVE
Griezmann with a new contract at Atletico  KOHA.net,"(27, 12, 2023)",NEGATIVE
Antoine Griezmann wants to hold new contract talks with Atletico Madrid  Football Espana,"(26, 12, 2023)",NEGATIVE
"Griezmann on his return to Atletico Madrid: ""Now I wake up every morning and enjoy everything around me""  Динамо Киев от Шурика","(27, 12, 2023)",POSITIVE
Mason Greenwood: Unstoppable Man Utd loanee in line for giant transfer upgrade with deal ON  TEAMtalk,"(23, 12, 2023)",POSITIVE
Antoine Griezmann misses 2023 Atletico Madrid record target  Football Espana,"(23, 12, 2023)",NEGATIVE
Antoine Griezmann admits he wants to play in MLS with the French World Cup winner keen to follow former Barcel  Daily Mail,"(30, 12, 2023)",POSITIVE
Antoine Griezmann opens up on MLS transfer wish after Man Utd links  The Mirror,"(31, 12, 2023)",POSITIVE
"LaLiga's bests so far: From Jude Bellingham to Girona, Griezmann and more  Ghanasoccernet.com","(29, 12, 2023)",POSITIVE
The Athletic’s Friday football quiz… the answer page  The New York Times,"(1, 1, 2024)",NEGATIVE
Arsenal could let Takehiro Tomiyasu and Reiss Nelson leave the club on loan in January - Paper Talk  Sky Sports,"(31, 12, 2023)",NEGATIVE
Atletico Madrid President Enrique Cerezo – renewal of key player will be announced in ‘near future’  Football Espana,"(29, 12, 2023)",POSITIVE
"Real Madrid star Vinicius Junior shows off incredible full back tattoo paying tribute to Pele, Michael Jordan, Kobe Bryant & Muhammad Ali after eight-hour session in artist's chair  Goal.com","(1, 1, 2024)",POSITIVE
LEANDRO TROSSARD SCORED YOUR ING GOAL OF THE YEAR  Royal Belgian FA,"(31, 12, 2023)",POSITIVE
Getafe Offer £40m To Sign Greenwood Permanently  Leadership News,"(29, 12, 2023)",POSITIVE
MLS calling? Griezmann opens up on move abroad after Manchester United links  Sportsbrief,"(31, 12, 2023)",POSITIVE
Girona FC - Atlético de Madrid: Can Los Colchoneros stay in the title race?  Into The Calderon,"(3, 1, 2024)",NEGATIVE
"Griezmann, Sancho, Osimhen - Chelsea tipped to complete four transfers in January window  Football.London","(2, 1, 2024)",POSITIVE
"Girona vs Atletico Madrid: Live stream, TV channel, kick-off time & where to watch  Goal.com","(3, 1, 2024)",POSITIVE
The Athletic’s Friday football quiz… the answer page  The New York Times,"(1, 1, 2024)",NEGATIVE
"Most goals at Euros: All-time top scorers for players, teams at UEFA European Championship  Sporting News","(7, 1, 2024)",POSITIVE
Girona FC 4-3 Atlético de Madrid: Player Ratings  Into The Calderon,"(4, 1, 2024)",POSITIVE
Atletico Madrid Starting XI Prediction vs Real Madrid  The Sports Bank,"(8, 1, 2024)",NEGATIVE
Five standout players from the first half of the 2023-24 La Liga season  Football Espana,"(3, 1, 2024)",POSITIVE
"France vs. Belgium confirmed lineups, starting 11, team news: Deschamps, Tedesco face selection dilemma for Euro 2024 Round of 16 game  Sporting News","(7, 1, 2024)",POSITIVE
CD Lugo - Atlético de Madrid: Los Colchoneros enter the Copa del Rey  Into The Calderon,"(5, 1, 2024)",POSITIVE
Real Madrid ease past Arandina  Borneo Bulletin,"(8, 1, 2024)",POSITIVE
WATCH: Heartwarming moment Lugo supporter receives Atletico Madrid jersey signed by entire squad  Football Espana,"(6, 1, 2024)",POSITIVE
"Dovbik has become the sole leader of Primera in goal+pass system (Jan. 4, 2024)  Динамо Киев от Шурика","(4, 1, 2024)",POSITIVE
All completed Barcelona transfers so far in 2023-24 - Listed  Goal.com,"(2, 1, 2024)",POSITIVE
"Girona vs Atletico Madrid prediction, odds, betting tips and best bets for La Liga match with title implications  Sporting News","(3, 1, 2024)",POSITIVE
Antoine Griezmann scores against Real Madrid in Super Cup to become Atlético's all-time scorer with 174 goals  FOX Sports,"(10, 1, 2024)",POSITIVE
Derby strike makes Griezmann Atleti's top scorer  ESPN,"(10, 1, 2024)",POSITIVE
Antoine Griezmann record: Is Atletico Madrid forward one of the greatest players of his era?  BBC.com,"(10, 1, 2024)",POSITIVE
How brilliant is Atlético's Antoine Griezmann  UEFA.com,"(10, 1, 2024)",POSITIVE
Club Atlético de Madrid - We are launching 174 limited-edition boxes for sale  Atletico Madrid,"(12, 1, 2024)",POSITIVE
Footballer Antoine Griezmann just opened a new restaurant in this Spanish city  Time Out,"(12, 1, 2024)",POSITIVE
Antoine Griezmann breaks Atletico Madrid all-time goal record and seals legend status despite Barcelona move  Sky Sports,"(10, 1, 2024)",POSITIVE
Atletico Madrid all-time top scorer: Full list as Antoine Griezmann closes on Luis Aragones goal record  Sporting News,"(10, 1, 2024)",POSITIVE
Antoine Griezmann Becomes Atletico Madrid's All-Time Top Scorer With Stunning Solo Goal Against Real  Sports Illustrated,"(10, 1, 2024)",POSITIVE
VIDEO: Antoine Griezmann at his best! Frenchman becomes Atletico Madrid's all-time leading goal-scorer with sensational Spanish super cup strike against Real Madrid  Goal.com,"(10, 1, 2024)",POSITIVE
Real Madrid beats Atletico 5-3 in extra time thriller to reach Spanish Super Cup final  The Associated Press,"(10, 1, 2024)",POSITIVE
4 talking points from Atlético Madrid 3-5 Real Madrid  Into The Calderon,"(12, 1, 2024)",POSITIVE
Griezmann becomes Atletico's all-time scorer with 174 goals  Hindustan Times,"(11, 1, 2024)",POSITIVE
Antoine Griezmann emotional after breaking Atletico Madrid record – “It’s something incredible for me”  Football Espana,"(10, 1, 2024)",POSITIVE
Watch: Atletico Madrid’s Griezmann recognizes Saudi fan from viral video months later  Al Arabiya English,"(11, 1, 2024)",POSITIVE
Griezmann emerges as challenger to Bellingham for most decisive player in Spain  The Associated Press,"(19, 1, 2024)",POSITIVE
Simeone: Atleti lucky to have magical Griezmann  ESPN,"(18, 1, 2024)",POSITIVE
Anatomy of a Goal: Antoine Griezmann’s solo stunner against Real Madrid  Into The Calderon,"(19, 1, 2024)",POSITIVE
Griezmann sparkles as Atlético Madrid enjoy Copa del Rey revenge against Real  The Guardian,"(19, 1, 2024)",POSITIVE
Real Madrid Ace Vinicius Jr. Mocked For ‘I’m Very Good’ Boast Before Atletico Madrid Humble Pie (VIDEO)  Forbes,"(19, 1, 2024)",POSITIVE
[VIDEO] Antoine Griezmann: 'I want to keep scoring so a future academy player fancies breaking my record'  The Korea JoongAng Daily,"(18, 1, 2024)",POSITIVE
Antoine Griezmann's clutch extra time goal against Real Madrid was stunning  SPORTbible,"(19, 1, 2024)",POSITIVE
The eternal 'thorn' in Barça's side with Antoine Griezmann  FC Barcelona Noticias,"(19, 1, 2024)",POSITIVE
Global Boot Spotting  SoccerBible,"(22, 1, 2024)",NEGATIVE
Antoine Griezmann makes shock admission over record-breaking Atletico Madrid goal -“I think I was lucky”  Football Espana,"(16, 1, 2024)",POSITIVE
"Atletico slam Real Madrid to secure Copa quarters spot, Barca go through | Daily Sabah  Daily Sabah","(19, 1, 2024)",POSITIVE
Griezmann's Unbelievable Magic Sinks Real: Atletico's Epic Triumph in Copa del Rey Epic  MUNDO DEPORTIVO,"(19, 1, 2024)",NEGATIVE
WATCH | Griezmann embarasses Vinicius to score stunning solo winner vs Real Madrid in extra time  Republic World,"(19, 1, 2024)",POSITIVE
"Atlético Madrid - Real Madrid summary: extra time, score, goals & highlights, Copa del Rey Round of 16  AS USA","(18, 1, 2024)",POSITIVE
"Atletico Madrid eliminate Real Madrid from Copa del Rey last 16, Barcelona scrape past third-tier rivals  Firstpost","(19, 1, 2024)",NEGATIVE
WATCH: Worst penalty of the season?! Atletico Madrid star Antoine Griezmann slips and skies spot-kick against Sevilla  Goal.com,"(26, 1, 2024)",NEGATIVE
Global Boot Spotting  SoccerBible,"(22, 1, 2024)",NEGATIVE
Atlético de Madrid 2-0 Valencia CF: Player Ratings  Into The Calderon,"(29, 1, 2024)",POSITIVE
Sergio Aguero believes Antoine Griezmann can lead former club Atletico Madrid to glory this season  Football Espana,"(24, 1, 2024)",POSITIVE
Antoine Griezmann does his best John Terry impression as he skies penalty against Sevilla after slipping... bu  Daily Mail,"(25, 1, 2024)",POSITIVE
Antoine Griezmann ‘goes full John Terry’ as Atletico Madrid star endures penalty nightmare in Copa del Rey...  The Sun,"(25, 1, 2024)",POSITIVE
"Inside Mason Greenwood's loan at Getafe: Impressing Antoine Griezmann, a lack of fan backlash and making headlines for just his football  Goal.com","(22, 1, 2024)",POSITIVE
4 talking points from Atlético Madrid 4-2 Real Madrid  Into The Calderon,"(22, 1, 2024)",POSITIVE
Antoine Griezmann and Alvaro Morata continue as the best duo in Europe  Football Espana,"(23, 1, 2024)",POSITIVE
"Copa del Rey: Atletico Madrid vs Sevilla: Predicted lineup, injury news, head-to-head, telecast  Khel Now","(23, 1, 2024)",NEGATIVE
Antoine Griezmann stats in 2023/24  Republic World,"(26, 1, 2024)",POSITIVE
"Griezmann's bad luck did not disturb the ""colćoneros"", Atletico in the semi-finals of the King's Cup  Vijesti.me","(25, 1, 2024)",NEGATIVE
COLUMN: Why Atletico Madrid need to remember their roots despite attacking flare  Football Espana,"(23, 1, 2024)",NEGATIVE
Atlético de Madrid 2-0 Valencia CF: Player Ratings  Into The Calderon,"(29, 1, 2024)",POSITIVE
Inter Miami vs Al Hilal: Confirmed lineups for 2024 preseason friendly match  bolavip.com,"(29, 1, 2024)",POSITIVE
Memphis Depay is finally starting to justify his arrival from Barça at Atleti  FC Barcelona Noticias,"(29, 1, 2024)",POSITIVE
Late Memphis Depay strike sees Atletico Madrid over the line against Rayo Vallecano  Football Espana,"(31, 1, 2024)",NEGATIVE
Atletico Madrid vs Rayo Vallecano: Preview and Prediction  The Hard Tackle,"(30, 1, 2024)",NEGATIVE
Last-gasp Depay strike earns Atletico 2-1 win over Rayo  Reuters,"(31, 1, 2024)",POSITIVE
Olivia Culpo sobs as 49ers fiance Christian McCaffrey secures spot in Super Bowl LVIII  The Independent,"(29, 1, 2024)",POSITIVE
Talking points: Atlético Madrid 2-1 Rayo Vallecano  Into The Calderon,"(31, 1, 2024)",POSITIVE
Rui Hachimura sheds light on the Lakers' inconsistency  bolavip.com,"(31, 1, 2024)",POSITIVE
Atletico Madrid to welcome back 19-goal striker for Real Madrid showdown following injury recovery  Football Espana,"(1, 2, 2024)",POSITIVE
"Griezmann, the remarkable outing with his wife  French Football Weekly","(30, 1, 2024)",POSITIVE
Griezmann Sets New Record As Atletico Seal Draw With Real Madrid  Forbes,"(5, 2, 2024)",POSITIVE
Antoine Griezmann's laughs after Madrid derby draw  BeSoccer EN,"(4, 2, 2024)",POSITIVE
Travis Kelce's priceless reaction after being gifted a shirt from soccer star Antoine Griezmann ahead of Super Bowl  Marca.com,"(7, 2, 2024)",POSITIVE
Griezmann and Maffeo 'laugh' at Madrid for the controversy and their 'stumble' in the derby  FC Barcelona Noticias,"(5, 2, 2024)",POSITIVE
Why did Chiefs tight end Travis Kelce have an Atlético Madrid jersey at Super Bowl press conference?  AS USA,"(7, 2, 2024)",NEGATIVE
New Atletico Madrid star delighted to be no longer facing Antoine Griezmann  Football Espana,"(2, 2, 2024)",NEGATIVE
Atlético de Madrid - Athletic Club: Scratching the seven-year itch  Into The Calderon,"(7, 2, 2024)",NEGATIVE
ELDERBI De Madrid Highlights Strong Week of Soccer on ESPN Platforms  ESPN Press Room,"(2, 2, 2024)",POSITIVE
VIDEO: 'It's like Christmas!' - NFL superstar Travis Kelce vows to win Super Bowl LVIII for Antoine Griezmann after receiving signed Atletico Madrid shirt  Goal.com,"(7, 2, 2024)",POSITIVE
Man Utd's Mason Greenwood placed on Atletico Madrid transfer wishlist after Antoine Griezmann praise  Metro.co.uk,"(6, 2, 2024)",NEGATIVE
Real Madrid 1-1 Atletico Madrid - Huge drama as Marcos Llorente denies Real with stoppage-time equaliser  Eurosport COM,"(4, 2, 2024)",POSITIVE
Match Preview: Atletico Madrid host Athletic Club in the Copa del Rey Semi-Final  VAVEL.com,"(7, 2, 2024)",POSITIVE
Real Madrid 1-1 Atletico Madrid: Diego Simeone's side rescue late point at leaders  BBC.com,"(4, 2, 2024)",POSITIVE
"Real Madrid vs Atletico Madrid prediction, odds, expert betting tips and best bets for Madrid derby in La Liga  Sporting News","(3, 2, 2024)",POSITIVE
Las Vegas Sphere transforms into giant NFL helmets ahead of Super Bowl  The Independent,"(7, 2, 2024)",POSITIVE
Antoine Griezmann regretted signing for FC Barcelona  FC Barcelona Noticias,"(15, 2, 2024)",NEGATIVE
VIDEO | In NBA Style! Depay's Gift to Griezmann After Becoming an Atlético Legend  beIN SPORTS,"(14, 2, 2024)",POSITIVE
From Neymar Jr to Antoine Griezmann – Soccer Stars Congratulate Patrick Mahomes for Winning Super Bowl 2024  EssentiallySports,"(12, 2, 2024)",POSITIVE
VIDEO: 'Going to cry!' - Memphis Depay gifts diamond-encrusted NBA-esque ring to Antoine Griezmann on Valentine's Day after reaching incredible Atletico Madrid landmark that may never be matched  Goal.com,"(15, 2, 2024)",POSITIVE
Antoine Griezmann presented with a ring from teammate on Valentine’s Day  Football Espana,"(14, 2, 2024)",POSITIVE
Watch: Memphis Depay gifts Antoine Griezmann a diamond engraved No.7 ring for becoming Atletico Madrid’s all-time top scorer  Yardbarker,"(15, 2, 2024)",POSITIVE
Watch as Depay gifts Griezmann a diamond-encrusted ring for becoming Atleti's all-time top scorer  GhanaWeb,"(15, 2, 2024)",POSITIVE
WATCH | Memphis Depay Presents Antoine Griezmann With NBA-style Ring for Breaking Atletico Madrid Goalscori  News18,"(15, 2, 2024)",POSITIVE
Sevilla FC 1-0 Atlético de Madrid: Player Ratings  Into The Calderon,"(11, 2, 2024)",POSITIVE
Antoine Griezmann renews Mango Man contract  FashionNetwork.com,"(14, 2, 2024)",POSITIVE
"'When I came back, I said to my wife: 'I can't stand Simeone, I don't know what he wants''  BeSoccer EN","(15, 2, 2024)",NEGATIVE
Kalvin Phillips says Pep Guardiola hit his confidence with overweight comment  bolavip.com,"(12, 2, 2024)",NEGATIVE
