description,date,sentiment
EA FC 24 84+ RTTK or Trailblazers Upgrade SBC: All players you can get  Sportskeeda,"(22, 11, 2023)",POSITIVE
Football: Rampant Japan dispatch Syria 5-0 in World Cup q'fier  Kyodo News Plus,"(22, 11, 2023)",NEGATIVE
Did Hamas Operate Under Gaza's Al-Shifa Hospital? A Tour of the Tunnels Leaves No Room for Doubt  Haaretz,"(23, 11, 2023)",NEGATIVE
EAFC 24 Best Wingers to sign in Career Mode  VG247,"(24, 11, 2023)",POSITIVE
"FC Cincinnati - Philadelphia Union summary: score, goals and updates, MLS Cup Playoffs  AS USA","(25, 11, 2023)",POSITIVE
EDITORIAL | Death at Takarazuka: Probe If Bad Traditions Played a Role  JAPAN Forward,"(23, 11, 2023)",NEGATIVE
When Will Bleach: TYBW Season 3 Be Released?  Men's Journal,"(24, 11, 2023)",NEGATIVE
Six transfer targets Real Madrid have been tipped to try sign in January  Planet Football,"(28, 11, 2023)",POSITIVE
Bleach Goes Viral After Surprise Cameo at Young Thug's Trial  ComicBook.com,"(29, 11, 2023)",POSITIVE
Bleach anime reference in Young Thug trial takes the internet by storm  Sportskeeda,"(29, 11, 2023)",NEGATIVE
Real Madrid exposes unbeaten record in Champions League soccer  Radio Habana Cuba,"(29, 11, 2023)",POSITIVE
WHO voices concern about al-Shifa Hospital director arrested by Israel  Radio Habana Cuba,"(27, 11, 2023)",NEGATIVE
Ranking the 10 best players in LaLiga for the 2023/24 season  The Trivela Effect,"(27, 11, 2023)",POSITIVE
EA FC 24 Year In Review SBC - All players you can get  Sportskeeda,"(27, 11, 2023)",POSITIVE
EA FC 24 84+ RTTK or Trailblazers Upgrade SBC: All players you can get  Sportskeeda,"(22, 11, 2023)",POSITIVE
Police evict squatters in Barcelona after hours of tension  Catalan News,"(30, 11, 2023)",NEGATIVE
Bleach Goes Viral After Surprise Cameo at Young Thug's Trial  ComicBook.com,"(29, 11, 2023)",POSITIVE
UCL talking points: PSG the biggest letdown; best young player not named Bellingham  ESPN,"(30, 11, 2023)",NEGATIVE
Alarming footage shows Israel left premature babies to die alone in Gaza hospital  Radio Habana Cuba,"(30, 11, 2023)",NEGATIVE
Meet the 10-year-old FC Cincinnati mega fan on a mission  WCPO 9 Cincinnati,"(1, 12, 2023)",POSITIVE
Bleach anime reference in Young Thug trial takes the internet by storm  Sportskeeda,"(29, 11, 2023)",NEGATIVE
Real Madrid exposes unbeaten record in Champions League soccer  Radio Habana Cuba,"(29, 11, 2023)",POSITIVE
"With all eyes on Gaza, Israel quietly ups its brutal aggression in West Bank  Radio Habana Cuba","(30, 11, 2023)",POSITIVE
Kubo and Fujimura Energize Asian Dining Scene on University Drive in Coral Springs  TAPinto.net,"(6, 12, 2023)",POSITIVE
FC Cincinnati announce roster decisions ahead of the 2024 season  FC Cincinnati,"(6, 12, 2023)",POSITIVE
Howling Heros: David Knott ensures retired K-9 first responders remain with their human partners  freshwatercleveland,"(6, 12, 2023)",POSITIVE
"FC Cincinnati announces 2024 roster, declines six players: Here's what looks different for next year  WCPO 9 Cincinnati","(6, 12, 2023)",NEGATIVE
Bleach Creator Celebrates Art Exhibit With New Sketches  ComicBook.com,"(5, 12, 2023)",POSITIVE
FC Cincinnati plays Columbus Crew in MLS Eastern Conference Final at TQL Stadium.  The Cincinnati Enquirer,"(2, 12, 2023)",POSITIVE
10 Bleach Characters Who Deserve A Spinoff Series  CBR,"(3, 12, 2023)",NEGATIVE
"Despite intel warnings about a Hamas attack, the army didn’t evacuate the Nova festival  Haaretz","(5, 12, 2023)",NEGATIVE
RECAP | FC Cincinnati fall 3-2 to Columbus Crew in Eastern Conference Final  FC Cincinnati,"(2, 12, 2023)",POSITIVE
UCL talking points: PSG the biggest letdown; best young player not named Bellingham  Ghanasoccernet.com,"(1, 12, 2023)",NEGATIVE
"10 Best Feel Good Anime Of All Time, Ranked  CBR","(3, 12, 2023)",POSITIVE
Meet the 10-year-old FC Cincinnati mega fan on a mission  WCPO 9 Cincinnati,"(1, 12, 2023)",POSITIVE
U.S. sends deadly bunker buster bombs to Israel for its war of aggression against Gaza  Radio Habana Cuba,"(3, 12, 2023)",NEGATIVE
Another day another banger- Sadiq Umar scores another beauty to help Real Sociedad steal point at Osasuna  Soccernet.ng,"(2, 12, 2023)",POSITIVE
How corporate media helped lay the groundwork for Israel’s genocide in Gaza  Radio Habana Cuba,"(4, 12, 2023)",POSITIVE
"Football: Takefusa Kubo scores, assists in Real Sociedad's away win  Kyodo News Plus","(10, 12, 2023)",POSITIVE
"At Beaverton’s Magna Kubo, a roadside lechonería heads indoors (review)  OregonLive","(14, 12, 2023)",NEGATIVE
FC Cincinnati re-sign midfielder Yuya Kubo  FC Cincinnati,"(12, 12, 2023)",POSITIVE
Player to Watch: Takefusa Kubo (Japan)  The Official Home of Asian Football,"(12, 12, 2023)",POSITIVE
Nothing is certain but death and taxes (unless you get hacked): An international law perspective on Ukraine’s cyber attack against Russia’s Federal Tax Service  EJIL: Talk!,"(14, 12, 2023)",NEGATIVE
FC Cincinnati re-sign midfielder Yuya Kubo  MLSsoccer.com,"(12, 12, 2023)",POSITIVE
FC Cincinnati re-signs Yuya Kubo through 2025 MLS season  The Cincinnati Enquirer,"(12, 12, 2023)",POSITIVE
Kubo Asian Fusion Grand Opening Celebration in Coral Springs on Dec. 14 Featuring Specials and Japanese Drummers  TAPinto.net,"(9, 12, 2023)",POSITIVE
Real Sociedad hold Inter to goalless draw to secure historic top spot  Reuters,"(12, 12, 2023)",POSITIVE
Promoting the reformation of physicians’ working style: Medical language processing technology  NEC Global,"(13, 12, 2023)",POSITIVE
Rukiya Anpo Makes MMA Debut Against Yuta Kubo  Beyond Kickboxing,"(12, 12, 2023)",POSITIVE
Wholesum creates a consistent greenhouse climate in the heat of Arizona and Mexico  hortidaily.com,"(12, 12, 2023)",POSITIVE
[Hidden Wonders of Japan] Ashigakubo Icicles: A Sparkling Winter Wonderland  JAPAN Forward,"(15, 12, 2023)",POSITIVE
Girona stun Barca 4-2 away to restore LaLiga lead  china.org.cn,"(11, 12, 2023)",NEGATIVE
Roblox: Click To Get Richer Codes (August 2024)  GameRant,"(15, 12, 2023)",NEGATIVE
Man Utd send scouts to watch former Real Madrid winger Takefusa Kubo as Red Devils eye replacement for £85m flop Antony  Goal.com,"(21, 12, 2023)",POSITIVE
TRANSFER GOSSIP: Man United are eyeing up Real Sociedad star Takefusa Kubo as a replacement for Antony... whil  Daily Mail,"(21, 12, 2023)",NEGATIVE
Man Utd ready approach to sign €50m-rated former Real Madrid winger as upgrade on failed Ten Hag signing  TEAMtalk,"(21, 12, 2023)",NEGATIVE
"Man Utd na son Kubo, Chelsea ba ta sha'awar Ramsdale  BBC.com","(21, 12, 2023)",NEGATIVE
Manchester United want £52m star and may raise target's wages by £170k-a-week  United In Focus - Manchester United FC News,"(22, 12, 2023)",NEGATIVE
Man Utd willing to offer £52m transfer target 'seven times more' than his current wage  Express,"(22, 12, 2023)",NEGATIVE
Man Utd scout Real Sociedad winger 'at least seven times this season'  Metro.co.uk,"(20, 12, 2023)",NEGATIVE
Man Utd already scouting Antony replacement as they watch £43million former Real Madrid wonderkid...  The Sun,"(20, 12, 2023)",NEGATIVE
Manchester United ready to replace Antony with Takefusa Kubo  The Peoples Person,"(21, 12, 2023)",POSITIVE
Man Utd want to sign Real Sociedad winger Takefusa Kubo  Man Utd News,"(22, 12, 2023)",NEGATIVE
"Manchester United want Real Sociedad attacker Takefusa Kubo, willing to offer Antony in exchange  Man Utd News","(20, 12, 2023)",NEGATIVE
"LaLiga's bests so far: From Jude Bellingham to Girona, Griezmann and more  ESPN","(28, 12, 2023)",POSITIVE
Manchester United willing to offer Real Sociedad winger Takefusa Kubo seven times his wage to secure his signature  The Peoples Person,"(23, 12, 2023)",POSITIVE
Manchester United Eye Takefusa Kubo as Antony's Potential Replacement: Report  News18,"(28, 12, 2023)",POSITIVE
"Arsenal, Manchester United, Tottenham ready to trigger Takefusa Kubo release clause  The Hard Tackle","(22, 12, 2023)",NEGATIVE
"Andres Iniesta and Zinedine Zidane BOTH agree on £43m-rated player who Man Utd could sign, it's HUGE praise  United In Focus - Manchester United FC News","(26, 12, 2023)",POSITIVE
Mother warning others about dangers of rat lungworm disease after nearly losing her child  KXII,"(27, 12, 2023)",NEGATIVE
Man Utd willing to offer £52m transfer target 'seven times more' than his current wage  Express,"(22, 12, 2023)",NEGATIVE
Portland’s 10 best new restaurants of 2023  OregonLive,"(22, 12, 2023)",POSITIVE
Is Burn the Witch set after Tite Kubo's Bleach manga? Explained  Sportskeeda,"(25, 12, 2023)",NEGATIVE
7 former Real Madrid players who are currently thriving away from the Bernabeu  Planet Football,"(29, 12, 2023)",POSITIVE
Manchester United want £52m star and may raise target's wages by £170k-a-week  United In Focus - Manchester United FC News,"(22, 12, 2023)",NEGATIVE
5 players Man Utd can sign in transfer window after Sir Jim Ratcliffe takeover complete  The Mirror,"(25, 12, 2023)",POSITIVE
Man Utd 'identify replacement' for Antony  SNL24,"(23, 12, 2023)",NEGATIVE
Real Madrid and Girona can have a happy Christmas  Times Of Oman,"(23, 12, 2023)",POSITIVE
UN report says entire Gaza population facing hunger crisis and famine risk  Radio Habana Cuba,"(22, 12, 2023)",NEGATIVE
Japan call on Mitoma to help erase Asian Cup 'frustration'  FRANCE 24 English,"(1, 1, 2024)",POSITIVE
"Football: Mitoma in, Furuhashi left out of Japan's Asian Cup squad  Kyodo News Plus","(1, 1, 2024)",NEGATIVE
"LaLiga's bests so far: From Jude Bellingham to Girona, Griezmann and more  Ghanasoccernet.com","(29, 12, 2023)",POSITIVE
7 former Real Madrid players who are currently thriving away from the Bernabeu  Planet Football,"(29, 12, 2023)",POSITIVE
La Liga: Three games to kick in the new year in Spanish top-tier  IANS,"(1, 1, 2024)",POSITIVE
Japan  Inside World Football,"(1, 1, 2024)",POSITIVE
"Liverpool, Arsenal, Brighton lose key players as Japan Asian Cup squad is confirmed  AS USA","(1, 1, 2024)",NEGATIVE
Burn the Witch #0.8 Anime OAV Review  Anime News Network,"(30, 12, 2023)",NEGATIVE
Japan announce star-studded squad for Asian Cup  VnExpress International,"(1, 1, 2024)",POSITIVE
"Preview: Real Sociedad vs. Alaves - prediction, team news, lineups  Sports Mole","(31, 12, 2023)",NEGATIVE
Manchester United could offer Antony in exchange for Real Sociedad's Takefusa Kubo - Paper Round  Eurosport COM,"(2, 1, 2024)",NEGATIVE
Japan star Takefusa Kubo regrets leaving Real Sociedad for Asian Cup  Football Espana,"(3, 1, 2024)",POSITIVE
Takefusa Kubo asks La Liga referees to protect the players more  Managing Madrid,"(3, 1, 2024)",NEGATIVE
Japan call on Mitoma to help erase Asian Cup 'frustration'  FRANCE 24 English,"(1, 1, 2024)",POSITIVE
"Football: Mitoma in, Furuhashi left out of Japan's Asian Cup squad  Kyodo News Plus","(1, 1, 2024)",NEGATIVE
Mitoma named in Japan's Asian Cup squad despite ankle injury  Reuters,"(1, 1, 2024)",POSITIVE
"Real Sociedad and Japan star Takefusa Kubo suffers injury against Alaves, but expected to be fit for Asian Cup  Football Espana","(4, 1, 2024)",NEGATIVE
Manga Review: Kubo Won’t Let Me Be Invisible Vol. 11  The Outerhaven,"(7, 1, 2024)",POSITIVE
Bleach's Creator Has Been Keeping a Secret From Ichigo  ComicBook.com,"(2, 1, 2024)",POSITIVE
Japan  Inside World Football,"(1, 1, 2024)",POSITIVE
"Liverpool, Arsenal, Brighton lose key players as Japan Asian Cup squad is confirmed  AS USA","(1, 1, 2024)",NEGATIVE
The 7 Best Climbing Shoes of 2024  Outdoor Gear Lab,"(2, 1, 2024)",POSITIVE
Football: Rising Japan face test of resolve at Asian Cup  Kyodo News Plus,"(8, 1, 2024)",POSITIVE
Is Burn the Witch anime a Bleach spin-off? Explained  Sportskeeda,"(3, 1, 2024)",NEGATIVE
Bleach TYBW's Chief Animation Director Opens Up on Health Issues Ahead of Part III  CBR,"(2, 1, 2024)",POSITIVE
"Takefusa Kubo: Stats, transfer news for Japan's AFC Asian Cup 2023 star watched by Premier League clubs  Sporting News","(13, 1, 2024)",POSITIVE
Ex-Barcelona junior Kubo set for lift-off with Japan at Asian Cup  The Japan Times,"(13, 1, 2024)",POSITIVE
"Football, AFC Asian Cup 2023 in 2024: Son Heung-min and Kubo Takefusa among stars to watch in Qatar  Olympics","(9, 1, 2024)",POSITIVE
Former Barcelona kid Kubo set for lift-off with Japan at Asian Cup  BeSoccer EN,"(14, 1, 2024)",POSITIVE
Football: Rising Japan face test of resolve at Asian Cup  Kyodo News Plus,"(8, 1, 2024)",POSITIVE
AFC Asian Cup 2023: Six Players to Watch  The Analyst,"(12, 1, 2024)",POSITIVE
Why South Korea Can and Will Beat Japan to Win the 2023/2024 Asian Cup  Tavern of the Taeguk Warriors,"(12, 1, 2024)",POSITIVE
‘Extraordinarily talented’ - LALIGA sensation Takefusa Kubo poised to give Asian Cup ‘favourites’ Japan an edge  Optus Sport,"(10, 1, 2024)",POSITIVE
Gio Reyna's future remains uncertain at Borussia Dortmund - SBI Soccer  SBI Soccer,"(15, 1, 2024)",NEGATIVE
Which teams are favourites to win the AFC Asian Cup 2023?  Al Jazeera English,"(10, 1, 2024)",POSITIVE
"Athletic Club vs Real Sociedad: One derby, two cities, two distinct identities  The New York Times","(15, 1, 2024)",NEGATIVE
Bleach's Quincy Have a Surprising Real World Origin Most Fans Don't Realize  Screen Rant,"(14, 1, 2024)",POSITIVE
Ex-Barcelona kid Kubo set for lift-off with Japan at Asian Cup  The Peninsula,"(13, 1, 2024)",POSITIVE
Highlights and goals from Japan 4-2 Vietnam in Asian Cup  VAVEL.com,"(14, 1, 2024)",POSITIVE
From Son Heung Min to Taremi: Top five players to watch out for at the AFC Asian Cup 2023  Sportstar,"(10, 1, 2024)",POSITIVE
"Xavi Simons and Take Kubo, the magical duo that Barça missed  FC Barcelona Noticias","(21, 1, 2024)",POSITIVE
Exclusive: Real Sociedad and Japan star Takefusa Kubo has turned down January move  Football Espana,"(21, 1, 2024)",NEGATIVE
Football: Iraq upset Asian Cup favorites Japan 2-1  Kyodo News Plus,"(19, 1, 2024)",POSITIVE
Al Nassr plan to activate Takefusa Kubo's €60m release clause next summer  Khel Now,"(17, 1, 2024)",NEGATIVE
"Tite Kubo Determined to ""Ensure His Vision"" in Bleach's Final Anime Saga  CBR","(19, 1, 2024)",POSITIVE
"Bleach Creator Will Be ""More Involved"" With the Anime Moving Forward  ComicBook.com","(16, 1, 2024)",NEGATIVE
Gio Reyna's future remains uncertain at Borussia Dortmund - SBI Soccer  SBI Soccer,"(15, 1, 2024)",NEGATIVE
"Athletic Club vs Real Sociedad: One derby, two cities, two distinct identities  The New York Times","(15, 1, 2024)",NEGATIVE
"Matteo Moretto Transfer Column: Takefusa Kubo future, Atletico Madrid midfielder hunt and Yan Couto  Football Espana","(22, 1, 2024)",POSITIVE
Highlights and goals from Iraq 2-1 Japan in Asian Cup  VAVEL.com,"(19, 1, 2024)",POSITIVE
Alexander Isak names player who left Man City in 2020 as his best ever teammate  Manchester City News,"(16, 1, 2024)",POSITIVE
'On the Brink of Implosion': Israeli Army Transfers Elite Unit Out of Gaza to West Bank  Haaretz,"(15, 1, 2024)",NEGATIVE
"Iraq vs Japan - Asian Cup: TV channel, team news, lineups and prediction  90min UK","(17, 1, 2024)",NEGATIVE
Cristiano Ronaldo's Al Nassr want Manchester United linked star who played for Real Madrid  myKhel,"(19, 1, 2024)",POSITIVE
"Liverpool pursuit of world-renowned star hijacked by Arsenal, Tottenham; Arteta also battling Postecoglou for La Liga ace  TEAMtalk","(22, 1, 2024)",POSITIVE
"Matteo Moretto Transfer Column: Takefusa Kubo to Liverpool, Matt O’Riley to Atletico Madrid and Javi Guerra  Football Espana","(27, 1, 2024)",POSITIVE
Liverpool eyeing summer move for Takefusa Kubo  The Hard Tackle,"(26, 1, 2024)",POSITIVE
Kansas tennis comes up short on opening day  The University Daily Kansan,"(28, 1, 2024)",NEGATIVE
Liverpool sensationally contact LaLiga forward in Salah role; Klopp's side have 'shown the most interest'  TEAMtalk,"(25, 1, 2024)",POSITIVE
Will Kubo Join Liverpool? Transfer Rumors Heat Up  Anfield Index,"(25, 1, 2024)",NEGATIVE
"Matteo Moretto Transfer Column: Takefusa Kubo future, Atletico Madrid midfielder hunt and Yan Couto  Football Espana","(22, 1, 2024)",POSITIVE
Liverpool transfer news as Jürgen Klopp finds 'Mohamed Salah replacement' and $65m deal plotted  Liverpool.com,"(29, 1, 2024)",NEGATIVE
"Liverpool make approach to sign ""intelligent"" gem likened to Messi  FootballFanCast.com","(26, 1, 2024)",POSITIVE
"AFC Asian Cup 2023: Japan's fixtures, schedule, squad, telecast and more  Khel Now","(24, 1, 2024)",POSITIVE
"Preview: Celta Vigo vs. Real Sociedad - prediction, team news, lineups  Sports Mole","(22, 1, 2024)",NEGATIVE
"Liverpool pursuit of world-renowned star hijacked by Arsenal, Tottenham; Arteta also battling Postecoglou for La Liga ace  TEAMtalk","(22, 1, 2024)",POSITIVE
Man Utd want to sign Real Sociedad winger Takefusa Kubo  Man Utd News,"(29, 1, 2024)",NEGATIVE
Manchester United targets Martin Zubimendi and Take Kubo will stay in La Liga this January  The Peoples Person,"(30, 1, 2024)",POSITIVE
"We know what to expect from Bahrain, says Japan’s Kobu  The Peninsula","(31, 1, 2024)",POSITIVE
Mitoma returns as Japan beat Bahrain to reach AFC Asian Cup quarter-finals  Hindustan Times,"(31, 1, 2024)",POSITIVE
Transfer news LIVE! Arsenal in Osimhen talks; Chelsea want David; Man Utd eye Kubo; Solanke to Tottenham  Yahoo Eurosport UK,"(31, 1, 2024)",POSITIVE
Bleach Creator Confirms Popular Uryu x Quincy Theory  ComicBook.com,"(29, 1, 2024)",POSITIVE
Bahrain vs Japan 1-3: AFC Asian Cup 2023 – as it happened  Al Jazeera English,"(31, 1, 2024)",POSITIVE
Girona vs Real Sociedad Odds & Preview  Point Spreads,"(1, 2, 2024)",NEGATIVE
Asian Cup: Japan cruise past Bahrain while Iran beat Syria on penalties  The Guardian,"(31, 1, 2024)",POSITIVE
"We know what to expect from Bahrain, says Japan’s Kubo  The Official Home of Asian Football","(31, 1, 2024)",POSITIVE
Liverpool transfer news as Jürgen Klopp finds 'Mohamed Salah replacement' and $65m deal plotted  Liverpool.com,"(29, 1, 2024)",NEGATIVE
Liverpool transfer news: Reds face £51.1m release clause to land final Jurgen Klopp signing  The Mirror,"(30, 1, 2024)",NEGATIVE
South African foreign minister says all countries now obliged to stop aiding Israel’s genocidal war against Gaza  Radio Habana Cuba,"(31, 1, 2024)",NEGATIVE
EA FC 24: How to complete TOTY Honorable Mentions Takefusa Kubo Objectives challenge  Dexerto,"(30, 1, 2024)",POSITIVE
How to unlock the EA FC 24 Takefusa Kubo TOTY Honorable Mentions card for free  Sportskeeda,"(30, 1, 2024)",POSITIVE
EA FC 24 Takefusa Kubo Honourable Mentions Objectives 2023 Year in Review 3  FifaUltimateTeam.it - UK,"(30, 1, 2024)",POSITIVE
Kubo: The Perfect Successor to Salah at Liverpool?  OneFootball - English,"(8, 2, 2024)",NEGATIVE
"Who is Takefusa Kubo? The La Liga sensation being pursued by Man Utd, Liverpool  TEAMtalk","(8, 2, 2024)",NEGATIVE
Manchester City want to sign €60 million Real Madrid target  The Real Champs,"(8, 2, 2024)",NEGATIVE
"Police Chiefs, Honolulu Mayor And Prosecutor Join Forces Against Legalizing Recreational Weed  Honolulu Civil Beat","(7, 2, 2024)",POSITIVE
Several officials in Hawaii voice objections over potential marijuana legalization  KITV Honolulu,"(7, 2, 2024)",NEGATIVE
Girona vs Real Sociedad Odds & Preview  Point Spreads,"(1, 2, 2024)",NEGATIVE
Where to Find Fantastic Filipino Food in Portland and Beyond  Eater Portland,"(6, 2, 2024)",POSITIVE
Man City interested in La Liga star but £51m clause could hand Real Madrid transfer advantage  CaughtOffside,"(8, 2, 2024)",NEGATIVE
Bleach TYBW part 3 is the ideal chance for Kubo to reveal Jushiro's Bankai  Sportskeeda,"(7, 2, 2024)",POSITIVE
Highlights and goals: Iran 2-1 Japan in Asian Cup 2024  VAVEL.com,"(3, 2, 2024)",POSITIVE
Transfer War: Kubo Caught Between Giants  Anfield Index,"(1, 2, 2024)",NEGATIVE
"Brahim Diaz is good enough to start for Real Madrid, Barcelona's 'El Tigrinho' Vitor Roque needs to be a bit l  Daily Mail","(7, 2, 2024)",POSITIVE
"Without Chávez, but with his legacy  Radio Habana Cuba","(3, 2, 2024)",POSITIVE
Qatar ready for a football showdown as AFC Asian Cup 2023 quarter-finals underway  Doha News,"(1, 2, 2024)",POSITIVE
14 Valentine’s Day Dining Spots With A Romantic Ambience To Take Your S/O To In 2024  TheSmartLocal,"(6, 2, 2024)",POSITIVE
Kubo signs new long-term Real Sociedad contract  The New York Times,"(12, 2, 2024)",POSITIVE
Takefusa Kubo signs new Real Sociedad deal until 2029  BeSoccer EN,"(12, 2, 2024)",POSITIVE
Kubo: The Perfect Successor to Salah at Liverpool?  OneFootball - English,"(8, 2, 2024)",NEGATIVE
Takefusa Kubo commits to Real Sociedad amid rumoured Premier League interest  beIN SPORTS,"(12, 2, 2024)",POSITIVE
"Who is Takefusa Kubo? The La Liga sensation being pursued by Man Utd, Liverpool  TEAMtalk","(8, 2, 2024)",NEGATIVE
"PSG - Real Sociedad summary: score, goals & highlights, Champions League  AS USA","(14, 2, 2024)",POSITIVE
He’ll stay at home  Real Sociedad,"(12, 2, 2024)",POSITIVE
Manchester City want to sign €60 million Real Madrid target  The Real Champs,"(8, 2, 2024)",NEGATIVE
Why a virtuoso dribbler might decide who wins the Champions League - The Athletic  The New York Times,"(12, 2, 2024)",POSITIVE
Kieran Tierney: ‘I was up against Mbappé … it helps you in the long run’  The Guardian,"(14, 2, 2024)",POSITIVE
Report: Liverpool Transfer Target Signs New Contract  Anfield Index,"(14, 2, 2024)",NEGATIVE
Kubo blames himself for Mbappe opener  BeSoccer EN,"(14, 2, 2024)",NEGATIVE
Real Madrid eyeing part-exchange deal to sign Marcus Rashford  The Hard Tackle,"(13, 2, 2024)",NEGATIVE
Player Man Utd wanted to offer 'seven times his wages' to replace Antony signs new deal  Express,"(12, 2, 2024)",NEGATIVE
Euro giants eyeing move for Marcus Rashford by offering young attacker in exchange  Stretty News,"(13, 2, 2024)",NEGATIVE
Take Kubo: “Mbappé speaks Spanish very well”  AS USA,"(21, 2, 2024)",POSITIVE
"Kubo: ""I think Mbappe is getting ready for LaLiga""  Managing Madrid","(22, 2, 2024)",NEGATIVE
Football: Kubo scores for Sociedad in comeback win over Mallorca  Kyodo News Plus,"(19, 2, 2024)",POSITIVE
Liverpool ready to beat Real Madrid to Takefusa Kubo  The Hard Tackle,"(20, 2, 2024)",POSITIVE
Liverpool target Takefusa Kubo discusses future following contract renewal with Real Sociedad  Football Espana,"(22, 2, 2024)",POSITIVE
"PSG player ratings vs Real Sociedad: Kylian Mbappe is inevitable, but Bradley Barcola proves there is life without him as Parisians take Champions League stride  Goal.com","(15, 2, 2024)",NEGATIVE
Japanese visitors to Hawaii are trickling back  Hawaii Tribune-Herald,"(20, 2, 2024)",NEGATIVE
Kubo Won't Let Me Be Invisible: Complete Collection Blu-ray  Blu-ray.com,"(22, 2, 2024)",POSITIVE
Former Real Madrid prodigy signs new deal at current club  myKhel,"(19, 2, 2024)",POSITIVE
Real win in a hard-fought battle  Real Sociedad,"(18, 2, 2024)",POSITIVE
A cruel 1-2 defeat for ten-man Mallorca  Majorca Daily Bulletin,"(19, 2, 2024)",NEGATIVE
PSG 2-0 Real Sociedad: Kylian Mbappe delivers once again as the French superstar gambles at the far post to sc  Daily Mail,"(15, 2, 2024)",POSITIVE
Get Richer Every Click Codes | Roblox (February 2024)  Hardcore Gamer,"(20, 2, 2024)",NEGATIVE
Liverpool 'want' to seal early deal for Man Utd-linked 'Salah replacement' but rivals have advantage  Football365,"(21, 2, 2024)",NEGATIVE
Remember 2003  Radio Habana Cuba,"(19, 2, 2024)",POSITIVE
Kubo’s Craft To Sinking Fast: Real Sociedad Is La Liga’s Frustrating Team  Forbes,"(25, 2, 2024)",NEGATIVE
"Kubo: ""I think Mbappe is getting ready for LaLiga""  Managing Madrid","(22, 2, 2024)",NEGATIVE
"Arsenal, Newcastle United prepared to pay €60 million to sign Takefusa Kubo  The Hard Tackle","(26, 2, 2024)",NEGATIVE
Bleach Creator Tite Kubo Wants Faithful Anime Remake After Lack of Early Involvement  CBR,"(25, 2, 2024)",NEGATIVE
Liverpool target Takefusa Kubo discusses future following contract renewal with Real Sociedad  Football Espana,"(22, 2, 2024)",POSITIVE
Real Madrid allow Liverpool to make €60m transfer in superb deal that’s a win-win for both  TEAMtalk,"(23, 2, 2024)",POSITIVE
Bleach's Creator Admits They'd Like an Anime Remake  ComicBook.com,"(28, 2, 2024)",NEGATIVE
FCC kicks off 2024 in style with CCC win  Cincinnati Soccer Talk,"(23, 2, 2024)",POSITIVE
Barça's top 10 youth players: only 3 remain at the club!  MUNDO DEPORTIVO,"(27, 2, 2024)",NEGATIVE
Kubo Won't Let Me Be Invisible: Complete Collection Blu-ray  Blu-ray.com,"(22, 2, 2024)",POSITIVE
"Newcastle now ready to pay release clause to sign ""very interesting"" player  FootballFanCast.com","(27, 2, 2024)",POSITIVE
Arsenal and Newcastle ready to pay €60 million release clause of 22-year old winger  CaughtOffside,"(27, 2, 2024)",NEGATIVE
"Tabernacle Choir awes interfaith crowd at UST with hymns, ‘Bahay Kubo’ rendition  The Varsitarian","(26, 2, 2024)",POSITIVE
Real Sociedad vs Mallorca Odds: Copa del Rey Matchup Analysis  Point Spreads,"(26, 2, 2024)",NEGATIVE
"Lea Salonga, Tabernacle Choir give surprise ‘Bahay Kubo’ performance  Philstar.com","(28, 2, 2024)",POSITIVE
"Cowgirls Dominate Jayhawks in Conference Opener, 4-1  Oklahoma State Athletics","(1, 3, 2024)",POSITIVE
How Bleach Inspired Jujutsu Kaisen  CBR,"(1, 3, 2024)",POSITIVE
"Weekly roundup of people news, Mar 1  AsianInvestor","(1, 3, 2024)",POSITIVE
"""A Turning Point"" - A Manga Legend Confirmed How One Jujutsu Kaisen Hero Changed the Series  Screen Rant","(1, 3, 2024)",NEGATIVE
Bleach creator Tite Kubo wants to see a remake of the anime  AS USA,"(1, 3, 2024)",NEGATIVE
"""Sustainable 24-acre greenhouse expansion in Delta, British Columbia""  hortidaily.com","(29, 2, 2024)",POSITIVE
GAM Appoints Head of Distribution for Japan  finews.asia,"(1, 3, 2024)",NEGATIVE
Tokyo Metropolitan Government Building Hosts World's Largest Projection Mapping Event  JAPAN Forward,"(1, 3, 2024)",POSITIVE
Artisanal perfumes in the heart of the Havana Cigar Festival  Radio Habana Cuba,"(29, 2, 2024)",POSITIVE
Real Madrid wonderkid could follow Odegaard's path to the top  FootballTransfers,"(29, 2, 2024)",POSITIVE
"Football: Kubo, Kamada exit Champions League as Sociedad, Lazio lose  Kyodo News Plus","(6, 3, 2024)",NEGATIVE
"Cowgirls Dominate Jayhawks in Conference Opener, 4-1  Oklahoma State Athletics","(1, 3, 2024)",POSITIVE
"Dragon Ball creator Akira Toriyama dies at 68, manga world pays tribute  Polygon","(8, 3, 2024)",NEGATIVE
Tite Kubo's latest comment gives hope for Bleach Hell Arc  Sportskeeda,"(6, 3, 2024)",POSITIVE
"Real Sociedad - PSG summary: score, goals & highlights, Champions League  AS USA","(5, 3, 2024)",POSITIVE
Get Richer Every Click codes  VG247,"(4, 3, 2024)",POSITIVE
"Replay: Aaron Boupendza, Miles Robinson score in FC Cincinnati win at Chicago Fire  The Cincinnati Enquirer","(2, 3, 2024)",POSITIVE
Bleach Creator Teases a Yamamoto Comeback  ComicBook.com,"(5, 3, 2024)",POSITIVE
