description,date,sentiment
Is Robert Lewandowski finally heading to MLS? The race is on as clubs line up winter bids to sign striker from Barcelona  Goal.com,"(6, 11, 2023)",POSITIVE
Lower Burrell man accused of forging check from Wexford business  TribLIVE,"(1, 11, 2023)",NEGATIVE
"Time for a rant about Robert Lewandowski, Joao Felix and the Barcelona forwards  Barca Blaugranes","(7, 11, 2023)",NEGATIVE
Robert Lewandowski suffering worst goal drought in 12 years  90min UK,"(8, 11, 2023)",NEGATIVE
Robert Lewandowski 'is wanted by a number of MLS franchises this off-season'... but they'll face paying Barcel  Daily Mail,"(7, 11, 2023)",NEGATIVE
Predicted XIs: Robert Lewandowski to start as Barcelona head to Real Sociedad  Football Espana,"(4, 11, 2023)",POSITIVE
Lewandowski is close to overcoming his worst scoring streak since 2010  FC Barcelona Noticias,"(8, 11, 2023)",NEGATIVE
Xavi gives fitness updates on Pedri and Robert Lewandowski  90min UK,"(5, 11, 2023)",POSITIVE
"Barcelona injury update before Real Sociedad: Pedri, Frenkie de Jong, Sergi Roberto…  AS USA","(2, 11, 2023)",NEGATIVE
"FC Barcelona Star Robert Lewandowski Blasted Online For Harsh, Viral Lamine Yamal Treatment (VIDEO)  Forbes","(12, 11, 2023)",NEGATIVE
How many goals has Robert Lewandowski scored during his career? Barcelona star's jaw-dropping stats in full  Goal.com,"(12, 11, 2023)",POSITIVE
Robert Lewandowski on Lamine Yamal incident: “It was a total accident”  AS USA,"(13, 11, 2023)",NEGATIVE
Lewandowski double gives Barca comeback win over Alaves  Reuters,"(12, 11, 2023)",POSITIVE
Lewandowski's angry outburst at Lamine Yamal  Marca.com,"(12, 11, 2023)",NEGATIVE
Robert Lewandowski sets record straight over handshake snub to Lamine Yamal  Bolavip US,"(13, 11, 2023)",POSITIVE
Lewandowski is close to overcoming his worst scoring streak since 2010  FC Barcelona Noticias,"(8, 11, 2023)",NEGATIVE
Noem and Lewandowski Jet to Fun-Filled Friday in Paris!  Dakota Free Press,"(10, 11, 2023)",POSITIVE
"Since leaving Bayern Munich a year ago, FC Barcelona striker Robert Lewandowski can’t score goals and is linked to MLS  Bavarian Football Works","(10, 11, 2023)",POSITIVE
"Ronaldo hits 45 again, Salah 200, Kane breaks Lewandowski's record: Stats  ESPN","(12, 11, 2023)",POSITIVE
Not to Bayern. Lewandowski could return to Germany  DailySports,"(14, 11, 2023)",NEGATIVE
Friction between Lewandowski and Yamal! Barcelona striker rages at teenager and refuses handshake  Barca Blaugranes,"(12, 11, 2023)",NEGATIVE
European roundup: Lewandowski double earns Barcelona win over Alavés  The Guardian,"(12, 11, 2023)",POSITIVE
'Total accident' - Robert Lewandowski hits back at claims he blanked Barcelona wonderkid Lamine Yamal during Alaves win  Goal.com,"(13, 11, 2023)",NEGATIVE
Robert Lewandowski criticised for behaviour towards Lamine Yamal in LaLiga game against Alavés  AS USA,"(13, 11, 2023)",NEGATIVE
Jeff Landry spent at least $3.7 million with Trump political consultants  Louisana Illuminator,"(21, 11, 2023)",NEGATIVE
"Biology Ph.D. students selected for prestigious Knauss Fellowship in Washington, D.C.  Wayne State University","(22, 11, 2023)",POSITIVE
Lamine Yamal speaks out on Robert Lewandowski saga after scoring in Spain win  Barca Blaugranes,"(16, 11, 2023)",POSITIVE
Bayern eye Mbappe in 2024 in similar move to Lewandowski  World Soccer Talk,"(17, 11, 2023)",POSITIVE
"Lewandowski, 'insufficient' for Poland's miracle  FC Barcelona Noticias","(17, 11, 2023)",NEGATIVE
Robert Lewandowski has already made his feelings clear on Harry Kane amid Bayern Munich dressing room 'leak'  SPORTbible,"(16, 11, 2023)",NEGATIVE
'I met Sam Allardyce' - Robert Lewandowski reveals how close he came to joining Blackburn  90min UK,"(19, 11, 2023)",POSITIVE
Robert Lewandowski becomes the latest sports star to join the inaugural Hexagon Cup... as Barcelona star insis  Daily Mail,"(15, 11, 2023)",POSITIVE
Lamine Yamal speaks out on Robert Lewandowski incident – “These are things that happen”  Football Espana,"(16, 11, 2023)",POSITIVE
"The Roof Resource Names Audrey Isrow, Ken Lewandowski to Leadership Team  DBusiness","(20, 11, 2023)",NEGATIVE
Official: Barcelona will play America in a friendly in Dallas on December 21  Marca.com,"(17, 11, 2023)",POSITIVE
"Bavarian Podcast Works: Weekend Warm-up Podcast Season 3, Episode 19 — Bayern Munich’s upcoming slate discussed; Robert Lewandowski vs. Harry Kane; What fans need to see from Germany; Joshua Kimmich’s role for club and country; + MORE!  Bavarian Football Works","(16, 11, 2023)",POSITIVE
The day Lewandowski was on the verge of playing in the Premier League  FC Barcelona Noticias,"(18, 11, 2023)",NEGATIVE
"Harry Kane and Robert Lewandowski stats compared so far in 2023/24, there's one clear winner  SPORTbible","(17, 11, 2023)",POSITIVE
Lamine Yamal addresses Robert Lewandowski spat against Alaves  90min UK,"(18, 11, 2023)",NEGATIVE
"Francis “Frank” W. Lewandowski, 81  Franklin Observer","(24, 11, 2023)",POSITIVE
"Biology Ph.D. students selected for prestigious Knauss Fellowship in Washington, D.C.  Wayne State University","(22, 11, 2023)",POSITIVE
Kane and Lewandowski: Bayern's super strikers compared  Bundesliga,"(25, 11, 2023)",POSITIVE
Harry Kane downplaying shouts of Robert Lewandowski’s Bundesliga record  Bavarian Football Works,"(29, 11, 2023)",POSITIVE
Lewandowski celebrates his Pichichi and challenges Bellingham for this season's  FC Barcelona Noticias,"(23, 11, 2023)",POSITIVE
Ter Stegen and Lewandowski receive Zamora and Pichichi trophies  FC Barcelona,"(23, 11, 2023)",POSITIVE
VAR must’ve taken a nap while Robert Lewandowski was violently thrown to the ground  The18,"(25, 11, 2023)",NEGATIVE
Robert Lewandowski warns Jude Bellingham ahead of race for Pichichi Trophy  90min UK,"(24, 11, 2023)",NEGATIVE
Barcelona striker Lewandowski sends warning to Bellingham about Pichichi race  Barca Blaugranes,"(23, 11, 2023)",NEGATIVE
Harry Kane surpasses Robert Lewandowski record as stunning Bayern Munich run continues...  talkSPORT,"(24, 11, 2023)",POSITIVE
Is ex-Bayern Munich man Robert Lewandowski on FC Barcelona’s chopping block?  Bavarian Football Works,"(29, 11, 2023)",NEGATIVE
Lewandowski and Ferran make Vitor Roque even more necessary than expected  FC Barcelona Noticias,"(26, 11, 2023)",POSITIVE
FC Barcelona News: 24 November 2023  Barca Blaugranes,"(24, 11, 2023)",POSITIVE
Lewandowski will rejoin the Barça discipline 'plugged in'  FC Barcelona Noticias,"(22, 11, 2023)",POSITIVE
"WATCH: Barcelona stars Pedri, Ter Stegen and Lewandowski pick up La Liga awards for 2022-23  Barca Blaugranes","(23, 11, 2023)",POSITIVE
FC Barcelona Icon Lionel Messi Confesses To Lewandowski Feud: ‘I Dribbled Him Again Because It Was Him’  Forbes,"(1, 12, 2023)",NEGATIVE
‘Even my grandmother realised that!’ - Lionel Messi did target Robert Lewandowski at 2022 World Cup as Angel Di Maria warns rivals not to make Inter Miami & Argentina superstar angry  Goal.com,"(1, 12, 2023)",NEGATIVE
“I Was Very Angry” - Lionel Messi Admits Being ‘Bothered’ by Robert Lewandowski’s Comments After Ballon d’Or Win  EssentiallySports,"(1, 12, 2023)",NEGATIVE
Lewandowski: 'We have to step up'  FC Barcelona,"(1, 12, 2023)",POSITIVE
Lionel Messi says he and Robert Lewandowski made amends after the World Cup  bolavip.com,"(1, 12, 2023)",POSITIVE
Harry Kane downplaying shouts of Robert Lewandowski’s Bundesliga record  Bavarian Football Works,"(29, 11, 2023)",POSITIVE
Lionel Messi opens up on feud with Robert Lewandowski  Barca Blaugranes,"(1, 12, 2023)",POSITIVE
Lewandowski's 'reality' that alerts Barça  FC Barcelona Noticias,"(1, 12, 2023)",POSITIVE
"Lionel Messi talks Copa América, World Cup and Lewandowski  AS USA","(1, 12, 2023)",POSITIVE
Leo Messi's message about his 'attack' with Lewandowski  FC Barcelona Noticias,"(1, 12, 2023)",POSITIVE
"Lionel Messi ‘Deliberately Confronted’ Robert Lewandowski at World Cup, Claims Angel Di Maria - “They Don’t Respect Him”  EssentiallySports","(30, 11, 2023)",NEGATIVE
‘Even my grandmother realised that!’ - Lionel Messi did target Robert Lewandowski at 2022 World Cup as Angel Di Maria warns rivals not to make Inter Miami & Argentina superstar angry  Goal.com,"(1, 12, 2023)",NEGATIVE
There was a Messi/Lewandowski 'fight'! Di Maria confesses the mess between the two stars  FC Barcelona Noticias,"(1, 12, 2023)",NEGATIVE
"Lewandowski, aware that Barça has a lot at stake in LaLiga  FC Barcelona Noticias","(1, 12, 2023)",NEGATIVE
The race is on: Lewandowski sets sights on Bellingham and Pichichi Trophy  Sportsbrief,"(29, 11, 2023)",POSITIVE
"With his form at a low, how do Barcelona solve their Lewandowski problem?  ESPN","(6, 12, 2023)",NEGATIVE
FC Barcelona Icon Lionel Messi Confesses To Lewandowski Feud: ‘I Dribbled Him Again Because It Was Him’  Forbes,"(1, 12, 2023)",NEGATIVE
Revealed: Why Barcelona could terminate Robert Lewandowski's contract next season  Goal.com,"(2, 12, 2023)",NEGATIVE
Barça’s Robert Lewandowski: “I still have that feeling and that passion” to play football  AS USA,"(8, 12, 2023)",POSITIVE
“I Was Very Angry” - Lionel Messi Admits Being ‘Bothered’ by Robert Lewandowski’s Comments After Ballon d’Or Win  EssentiallySports,"(1, 12, 2023)",NEGATIVE
Will Barcelona bench Robert Lewandowski to terminate his contract?  Bavarian Football Works,"(5, 12, 2023)",NEGATIVE
Lewandowski: 'We have to step up'  FC Barcelona,"(1, 12, 2023)",POSITIVE
Lewandowski's rising salary figures that may worry Barça  FC Barcelona Noticias,"(2, 12, 2023)",NEGATIVE
Lionel Messi says he and Robert Lewandowski made amends after the World Cup  bolavip.com,"(1, 12, 2023)",POSITIVE
"Extraordinary clause in Robert Lewandowski's Barcelona contract emerges, he could leave very soon  SPORTbible","(2, 12, 2023)",NEGATIVE
Lionel Messi opens up on feud with Robert Lewandowski  Barca Blaugranes,"(1, 12, 2023)",POSITIVE
Lionel Messi opens up on Ballon d'Or row with Robert Lewandowski  90min UK,"(2, 12, 2023)",POSITIVE
FC Barcelona Striker Robert Lewandowski Reveals Retirement Plans  Forbes,"(8, 12, 2023)",POSITIVE
‘Even my grandmother realised that!’ - Lionel Messi did target Robert Lewandowski at 2022 World Cup as Angel Di Maria warns rivals not to make Inter Miami & Argentina superstar angry  Goal.com,"(1, 12, 2023)",NEGATIVE
The worrying data left by Lewandowski's goals with Barça  FC Barcelona Noticias,"(2, 12, 2023)",NEGATIVE
FC Barcelona Striker Robert Lewandowski Reveals Retirement Plans  Forbes,"(8, 12, 2023)",POSITIVE
Lewandowski outlines retirement plans amid goal drought  World Soccer Talk,"(10, 12, 2023)",NEGATIVE
Barça’s Robert Lewandowski: “I still have that feeling and that passion” to play football  AS USA,"(8, 12, 2023)",POSITIVE
Barcelona striker Robert Lewandowski: I think I can still play football for three or four years  Barca Blaugranes,"(9, 12, 2023)",POSITIVE
Bayern Munich fans hit with déjà vu as Robert Lewandowski blames FC Barcelona teammates for recent slump  Bavarian Football Works,"(11, 12, 2023)",NEGATIVE
Patricia A. Lewandowski  Jamestown Post Journal,"(14, 12, 2023)",POSITIVE
Lewandowski reveals what could be his last season in active form  FC Barcelona Noticias,"(8, 12, 2023)",POSITIVE
Iga Swiatek has had enough of Robert Lewandowski memes  Lob and Smash,"(10, 12, 2023)",POSITIVE
Anna Lewandowska drops clues for future path of struggling Barcelona forward Robert Lewandowski  Football Espana,"(15, 12, 2023)",NEGATIVE
"""Worries me that because of memes with me, Robert Lewandowski gets a little hate... one day I could be in the same situation"" - Iga Swiatek  Sportskeeda","(9, 12, 2023)",NEGATIVE
"Last-minute change: Lewandowski, Araujo and Gundogan travel to Antwerp  BeSoccer EN","(13, 12, 2023)",POSITIVE
Lewandowski saves the day for Barcelona  Marca.com,"(11, 12, 2023)",POSITIVE
Bayern Munich sensation Harry Kane backed to 'smash' incredible Robert Lewandowski record & become a club legend after prolific start to life in Germany  Goal.com,"(12, 12, 2023)",POSITIVE
The Lewandowski family leaves a 'clue' about their future in Barcelona  FC Barcelona Noticias,"(14, 12, 2023)",NEGATIVE
Robert Lewandowski sends out message after Barcelona’s defeat to Girona  Barca Blaugranes,"(12, 12, 2023)",POSITIVE
Lewandowski has become a problem for Barcelona. No wonder they’re going for Vitor Roque - The Athletic  The New York Times,"(17, 12, 2023)",NEGATIVE
Lewandowski named USA Basketball’s 3x3 Coach of the Year  Slippery Rock Athletics,"(21, 12, 2023)",POSITIVE
"Lewandowski, untouchable for the Barça project for the 24/25 season  FC Barcelona Noticias","(19, 12, 2023)",NEGATIVE
Anna Lewandowska drops clues for future path of struggling Barcelona forward Robert Lewandowski  Football Espana,"(15, 12, 2023)",NEGATIVE
Harry Kane on course to beat Robert Lewandowski record that took 49 years to break and teammates are...  talkSPORT,"(21, 12, 2023)",POSITIVE
Xavi raged at Barcelona and Robert Lewandowski at half-time against Almeria  Barca Blaugranes,"(21, 12, 2023)",POSITIVE
Football transfer rumours: PSG want Casemiro; Barcelona may sell Lewandowski  90min UK,"(15, 12, 2023)",NEGATIVE
Lewandowski continues his 'fall into hell' at Mestalla  FC Barcelona Noticias,"(17, 12, 2023)",NEGATIVE
Robert Lewandowski aiming to end away day struggles at Valencia  Football Espana,"(16, 12, 2023)",NEGATIVE
‘We will do it’ - Lewandowski vows Barcelona will get back on the ‘right track’  Barca Blaugranes,"(17, 12, 2023)",POSITIVE
Lewandowski brought out his 'playmaker' side in yet another game denied the goal  FC Barcelona Noticias,"(21, 12, 2023)",NEGATIVE
Robert Lewandowski’s agent meets with Barcelona’s Joan Laporta and Deco separately  Football Espana,"(20, 12, 2023)",POSITIVE
Lewandowski's current abysmal run with Barça  FC Barcelona Noticias,"(18, 12, 2023)",NEGATIVE
Xavi Hernandez goes after Robert Lewandowski in attempt to fire up Barcelona  Football Espana,"(21, 12, 2023)",POSITIVE
POLL: What should Xavi do with Lewandowski and Raphinha if they don't recover their best level?  FC Barcelona Noticias,"(15, 12, 2023)",NEGATIVE
"Former Bayern Munich striker Robert Lewandowski draws the wrath of Xavi, FC Barcelona consider forcing a pay cut if the striker refuses to leave  Bavarian Football Works","(27, 12, 2023)",NEGATIVE
"Robert Lewandowski, in question within FC Barcelona  FC Barcelona Noticias","(24, 12, 2023)",POSITIVE
Robert Lewandowski no longer ‘untouchable’ at Barcelona  Barca Blaugranes,"(24, 12, 2023)",NEGATIVE
Struggling Robert Lewandowski No Longer the Best Player in Poland; 29YO Overtakes Barcelona Striker  EssentiallySports,"(26, 12, 2023)",NEGATIVE
Stanley Eugene Lewandowski  Goldsboro Daily News,"(29, 12, 2023)",POSITIVE
Barcelona 'try to stop Robert Lewandowski's £5.2m pay-rise' after boss Xavi 'raged at him at half-time' during  Daily Mail,"(25, 12, 2023)",NEGATIVE
Award-winning players at the FIFA Club World Cup  FIFA.com,"(23, 12, 2023)",POSITIVE
Barça's 'special' request to Robert Lewandowski  FC Barcelona Noticias,"(29, 12, 2023)",POSITIVE
Is it time for Xavi to drop Robert Lewandowski at Barcelona?  Barca Blaugranes,"(24, 12, 2023)",NEGATIVE
"Daily Schmankerl: Liverpool eyeing Bayern Munich’s Leroy Sané; FC Barcelona to sell Robert Lewandowski, Jules Koundé, and Andreas Christensen?; Raphaël Varane to stay at Manchester United?; Aleksandar Pavlović the midfield answer at Bayern?; & M  Bavarian Football Works","(23, 12, 2023)",POSITIVE
"Lewandowski's salary in 2024/2025, up for debate at FC Barcelona  FC Barcelona Noticias","(26, 12, 2023)",NEGATIVE
WATCH: Lewandowski shows off intense training session ahead of return to action with Barcelona  Barca Blaugranes,"(27, 12, 2023)",POSITIVE
Vitor Roque opens up about his goals and what it means to play with Lewandowski  FC Barcelona Noticias,"(29, 12, 2023)",POSITIVE
"Barcelona’s plan for Vitor Roque involves a ""slow start"" and learning from Robert Lewandowski  Barca Blaugranes","(28, 12, 2023)",NEGATIVE
Mission for Xavi! The season of the Barça 'depend' of the improvement of four stars  FC Barcelona Noticias,"(24, 12, 2023)",POSITIVE
Adrian Matthew Lewandowski  Heafey Hoffmann Dworak Cutler,"(30, 12, 2023)",POSITIVE
Barça's 'special' request to Robert Lewandowski  FC Barcelona Noticias,"(29, 12, 2023)",POSITIVE
"Sepp Maier: Harry Kane is ""significantly more valuable"" than Robert Lewandowski was to Bayern Munich  Bavarian Football Works","(1, 1, 2024)",POSITIVE
Stanley Eugene Lewandowski  Goldsboro Daily News,"(29, 12, 2023)",POSITIVE
An All-Star XI to celebrate 60 years of Bundesliga!  Bundesliga,"(30, 12, 2023)",POSITIVE
"Healthy rivalry: Lewandowski, the best possible mentor for Vitor Roque  FC Barcelona Noticias","(31, 12, 2023)",POSITIVE
LOOK: Check out the best pics from Barca’s open-door training session  Barca Blaugranes,"(31, 12, 2023)",POSITIVE
Top goal scorers of the calendar year for the past 15 years  DailySports,"(31, 12, 2023)",POSITIVE
"Lewandowski, Gavi, Cancel... The 10 better goals of the Barça in this 2023  FC Barcelona Noticias","(31, 12, 2023)",NEGATIVE
World top goal scorers of last 5 years  Republic World,"(30, 12, 2023)",POSITIVE
Vitor Roque opens up about his goals and what it means to play with Lewandowski  FC Barcelona Noticias,"(29, 12, 2023)",POSITIVE
"Koundé, Lewandowski, Joao Félix… The 5 culés who must take a step forward in 2024  FC Barcelona Noticias","(31, 12, 2023)",POSITIVE
Speculation Rises: Robert Lewandowski to LA Galaxy?  The View From Avalon,"(3, 1, 2024)",NEGATIVE
"Lewandowski, Patricia ""Pat"" (nee Brown)  Kutis Funeral Home","(2, 1, 2024)",NEGATIVE
Xavi: Roque can partner Lewandowski for Barça  ESPN,"(3, 1, 2024)",POSITIVE
"Edward Lewandowski Obituary (1938 - 2023) - Middletown, MD - The Frederick News-Post  Legacy.com","(7, 1, 2024)",POSITIVE
Lewandowski and Fermín: Goals in all three competitions  FC Barcelona,"(8, 1, 2024)",POSITIVE
"After 47 years, ‘the carrot man’ says goodbye  The West Volusia Beacon","(3, 1, 2024)",NEGATIVE
Barca's Pedri picks Man City superstar as Lewandowski's heir  World Soccer Talk,"(3, 1, 2024)",POSITIVE
Lewandowski Added in The Palms his fourth match followed without score  FC Barcelona Noticias,"(5, 1, 2024)",POSITIVE
"Sepp Maier: Harry Kane is ""significantly more valuable"" than Robert Lewandowski was to Bayern Munich  Bavarian Football Works","(1, 1, 2024)",POSITIVE
Pedri names his two ideal players to replace Lewandowski in FC Barcelona  Bolavip US,"(2, 1, 2024)",POSITIVE
Lewandowski takes home the 'Best Player' award in the League for February  MUNDO DEPORTIVO,"(3, 1, 2024)",POSITIVE
Xavi sends warning to Robert Lewandowski after Vitor Roque arrival  90min UK,"(4, 1, 2024)",NEGATIVE
Opinion: Christian Ziegler helped a GOP governor get elected. Wonder what he thinks now?  Sarasota Herald-Tribune,"(5, 1, 2024)",POSITIVE
This Underperforming FC Barcelona Star Could Be Dropped For Spanish Super Cup  Forbes,"(8, 1, 2024)",NEGATIVE
Watch Robert Lewandowski and wife Anna dance their way into 2024  AS USA,"(2, 1, 2024)",POSITIVE
Kane can break Lewy's 41-goal record - Tuchel  ESPN,"(15, 1, 2024)",POSITIVE
Brazil's Lula appoints former judge Lewandowski as justice minister  Reuters Canada,"(11, 1, 2024)",POSITIVE
Robert Lewandowski to LA Galaxy: Is It Really Happening?  The View From Avalon,"(8, 1, 2024)",POSITIVE
'It's in danger!' - Harry Kane backed to beat Robert Lewandowski's 41-goal Bundesliga record as Thomas Tuchel hails striker as Bayern's 'shark on the field'  Goal.com,"(15, 1, 2024)",POSITIVE
Lewandowski and Fermín: Goals in all three competitions  FC Barcelona,"(8, 1, 2024)",POSITIVE
Highlights: Barcelona 2-0 Osasuna - Lewandowski & Yamal goals - Futbol on FanNation  Sports Illustrated,"(11, 1, 2024)",POSITIVE
Former STF Chief Justice to become Brazil's new Security and Justice Minister  MercoPress,"(11, 1, 2024)",POSITIVE
"""2 Goals From My Husband""- Robert Lewandowski's Wife Makes Bold Predictions For Barcelona Vs Real Madrid In the Spanish Super Cup Final  EssentiallySports","(14, 1, 2024)",NEGATIVE
The 2 personal bests that Lewandowski has finally achieved in this Super Cup  FC Barcelona Noticias,"(12, 1, 2024)",POSITIVE
Brazil’s Lula Picks Former Supreme Court Judge to Lead Justice Ministry  Bloomberg,"(11, 1, 2024)",POSITIVE
New justice minister takes office under pressure as crime fears loom large  The Brazilian Report,"(12, 1, 2024)",NEGATIVE
Hansi Flick has a new plan with Lewandowski – and it is working  Barca Universal,"(9, 1, 2024)",POSITIVE
‘Not acceptable’ - Lewandowski speaks out after Barcelona’s defeat to Real Madrid  Barca Blaugranes,"(15, 1, 2024)",NEGATIVE
Barcelona 2-0 Osasuna: Robert Lewandowski nets as Xavi’s side through to face Real Madrid in Supercopa final  Eurosport COM,"(11, 1, 2024)",POSITIVE
"Lewandowski, Yamal set up Barca’s Super Cup final against Real  Agencia EFE","(12, 1, 2024)",POSITIVE
Kane can break Lewy's 41-goal record - Tuchel  ESPN,"(15, 1, 2024)",POSITIVE
Can Harry Kane break Robert Lewandowski’s Bundesliga scoring record?  The New York Times,"(17, 1, 2024)",NEGATIVE
'It's in danger!' - Harry Kane backed to beat Robert Lewandowski's 41-goal Bundesliga record as Thomas Tuchel hails striker as Bayern's 'shark on the field'  Goal.com,"(15, 1, 2024)",POSITIVE
Why Julian Nagelsmann secretly pushed Bayern Munich to sell Robert Lewandowski to FC Barcelona  Bavarian Football Works,"(22, 1, 2024)",NEGATIVE
C. J. Lewandowski to be a Spotlight Artist at Country Music HOF  Bluegrass Today,"(18, 1, 2024)",POSITIVE
"Raynor Lawerence James Lewandowski Obituary (2024) - Bentonville, AR - Epting Funeral Home - Bentonville  Legacy.com","(22, 1, 2024)",POSITIVE
Change of course in the relationship between Lewandowski and Xavi  FC Barcelona Noticias,"(17, 1, 2024)",POSITIVE
‘Not acceptable’ - Lewandowski speaks out after Barcelona’s defeat to Real Madrid  Barca Blaugranes,"(15, 1, 2024)",NEGATIVE
FC Barcelona collect awards galore at 76th Gran Gala  FC Barcelona,"(22, 1, 2024)",POSITIVE
Fans think Thomas Muller 'bodied' Robert Lewandowski with latest Harry Kane comments  SPORTbible,"(15, 1, 2024)",POSITIVE
Why is Robert Lewandowski’s grandfather trending now?...  The Sun,"(15, 1, 2024)",NEGATIVE
‘Shark’ Kane can beat Lewandowski’s Bundesliga goals record - Tuchel  Sportstar,"(15, 1, 2024)",POSITIVE
"Harry Kane teeing up Robert Lewandowski goals record, Thomas Tuchel says  Bavarian Football Works","(21, 1, 2024)",POSITIVE
Lewandowski gets his act together in the face of pressure from Vitor Roque  FC Barcelona Noticias,"(18, 1, 2024)",NEGATIVE
Lewandowski clarifies if he is happy at Barça and confirms his great goal for this season  FC Barcelona Noticias,"(22, 1, 2024)",POSITIVE
Lewa hosts Barça lunch after Xavi exit decision  ESPN,"(29, 1, 2024)",NEGATIVE
Thomas Lewandowski Sr. Obituary 2024  Nimsgern Funeral Home,"(27, 1, 2024)",NEGATIVE
Interior Department taps first-ever chief digital experience officer from OMB  Nextgov/FCW,"(29, 1, 2024)",POSITIVE
Why Julian Nagelsmann secretly pushed Bayern Munich to sell Robert Lewandowski to FC Barcelona  Bavarian Football Works,"(22, 1, 2024)",NEGATIVE
"Raynor Lawerence James Lewandowski Obituary (2024) - Bentonville, AR - Epting Funeral Home - Bentonville  Legacy.com","(22, 1, 2024)",POSITIVE
"Lewandowski, rebound goal, near assist and final 'bench'  FC Barcelona Noticias","(25, 1, 2024)",POSITIVE
Lewandowski hosts FC Barcelona players at his home to unite against recent setbacks  MUNDO DEPORTIVO,"(29, 1, 2024)",POSITIVE
Barcelona make decision on Robert Lewandowski’s future amid Saudi interest  Barca Blaugranes,"(23, 1, 2024)",POSITIVE
Lewandowski: You listen to Pep because you know he’s right!  Manchester City FC,"(25, 1, 2024)",POSITIVE
Barcelona Eliminated From Copa Del Rey After Extra-Time Defeat In Bilbao  Sports Illustrated,"(24, 1, 2024)",NEGATIVE
FC Barcelona collect awards galore at 76th Gran Gala  FC Barcelona,"(22, 1, 2024)",POSITIVE
'It's not feasible' - Chicago Fire boss pours cold water on rumours of sensational move for Barcelona star Robert Lewandowski  Goal.com,"(25, 1, 2024)",NEGATIVE
From Charm City to Kansas City: Ravens fans find their nest at Waldo bar  KSHB 41 Kansas City News,"(24, 1, 2024)",POSITIVE
Robert Lewandowski to be given choice by Barcelona this summer  Football Espana,"(23, 1, 2024)",POSITIVE
"Bayern Munich Alumni Verbal Spat Club: Robert Lewandowski, Frenkie de Jong, Xavi at odds in FC Barcelona locker room?  Bavarian Football Works","(24, 1, 2024)",NEGATIVE
Lewa hosts Barça lunch after Xavi exit decision  ESPN,"(29, 1, 2024)",NEGATIVE
Andy Lewandowski Appointed Chief Digital Experience Officer at Department of the Interior  Executive Gov,"(1, 2, 2024)",POSITIVE
Donald Lewandowski  Aurora News Register,"(30, 1, 2024)",POSITIVE
Interior Department taps first-ever chief digital experience officer from OMB  Nextgov/FCW,"(29, 1, 2024)",POSITIVE
"Bayern Munich fans won’t believe this, but Robert Lewandowski cried when Xavi announced his intent to leave FC Barcelona  Bavarian Football Works","(31, 1, 2024)",NEGATIVE
“All the Bad & Negative Things”- Robert Lewandowski Admits Feeling Mentally & Physically Weak Amid Terrible Season for FC Barcelona  EssentiallySports,"(1, 2, 2024)",NEGATIVE
New justice minister Lewandowski pays lip service to predecessor  The Brazilian Report,"(1, 2, 2024)",NEGATIVE
Robert Lewandowski explains his scoring 'slump' in 2023  FC Barcelona Noticias,"(1, 2, 2024)",NEGATIVE
Lewandowski hosts FC Barcelona players at his home to unite against recent setbacks  MUNDO DEPORTIVO,"(29, 1, 2024)",POSITIVE
Robert Lewandowski ‘enormously frustrated’ with current situation at Barcelona  Barca Blaugranes,"(31, 1, 2024)",NEGATIVE
Tacoma tenant protection law in full effect despite city’s lack of engagement  Real Change News,"(31, 1, 2024)",POSITIVE
"Barcelona star Robert Lewandowski admits to dip – “In 2023, my spark went out”  Football Espana","(1, 2, 2024)",NEGATIVE
Barcelona's crisis lunch: Robert Lewandowski hosts team-mates at his house following Xavi's announcement he wi  Daily Mail,"(30, 1, 2024)",POSITIVE
How Discogs Hopes to Turn Seller Discord Over Fees Into Positive Change  Billboard,"(1, 2, 2024)",NEGATIVE
“Stinking up the pitch” “Should let his grandmother play” - Barcelona fans slam 'selfish' attacker for his performance against Osasuna  Sportskeeda,"(1, 2, 2024)",NEGATIVE
Andy Lewandowski Appointed Chief Digital Experience Officer at Department of the Interior  Executive Gov,"(1, 2, 2024)",POSITIVE
Lewandowski artwork selected for international show  Alpena News,"(7, 2, 2024)",POSITIVE
"Gerald Lewandowski Obituary (2024) - Toledo, OH - The Blade  Legacy.com","(4, 2, 2024)",POSITIVE
“All the Bad & Negative Things”- Robert Lewandowski Admits Feeling Mentally & Physically Weak Amid Terrible Season for FC Barcelona  EssentiallySports,"(1, 2, 2024)",NEGATIVE
New justice minister Lewandowski pays lip service to predecessor  The Brazilian Report,"(1, 2, 2024)",NEGATIVE
Robert Lewandowski reveals reason for sudden decline at Barcelona  90min UK,"(2, 2, 2024)",NEGATIVE
Robert Lewandowski explains his scoring 'slump' in 2023  FC Barcelona Noticias,"(1, 2, 2024)",NEGATIVE
"Barcelona 3-1 Alavés (Feb 3, 2024) Game Analysis  ESPN","(3, 2, 2024)",POSITIVE
"Cecilia Lewandowski Obituary (2024) - McClure, PA - Tribune Review  TribLIVE.com","(4, 2, 2024)",NEGATIVE
J&J faces class action over employees' prescription drug costs  Reuters,"(6, 2, 2024)",NEGATIVE
"Barcelona star striker not ready to leave this summer, is building a mansion in the city  Barca Universal","(8, 2, 2024)",POSITIVE
Robert Lewandowski hosted a team lunch after Xavi announced his exit  Bavarian Football Works,"(2, 2, 2024)",NEGATIVE
