player;text;date;lang
Ferran Torres;ferran torres em: cala a boca puta;2023-08-20T22:24:09.000Z;pt
Ferran Torres;titular de mañana: el fichaje es Ferran Torres;2023-08-20T21:43:22.000Z;es
Ferran Torres;Pedri y Ferrán Torres dieron la primera victoria al Barcelona en LaLiga http://dlvr.it/StwhrB;2023-08-20T20:23:04.000Z;es
Ferran Torres;Ferran Torres Introducing me to this lifestyle, I really hope he keeps it up.;2023-08-20T19:43:53.000Z;en
Ferran Torres;"#DeDeportes | Terminó el partido en Montjuic: Barcelona 2-0 Cádiz. Los goles de la victoria blaugrana los marcaron Pedri al minuto 82 y Ferran Torres al 90+2'.

Disfruta de #LaLiga con Vix Premium: http://bit.ly/3BVTdiV

Foto: AFP";2023-08-20T21:27:39.000Z;es
Ferran Torres;" Pedri estelar
 Partidazo y MVP de De Jong
 Primera asistencia de Gundogan
 De nuevo mal arbitraje
 Lewandowski a un nivel menor al acostumbrado
 ¿La resurrección de Ferran Torres?

Les dejo mi análisis del partido en Youtube:";2023-08-20T21:50:00.000Z;es
Ferran Torres;Lewandowski ya no les sirve y Ferrán Torres es el nuevo Mesías. ;2023-08-20T19:57:11.000Z;es
Ferran Torres;ferran torres golden boot in UCL this season who says no?;2023-08-20T20:49:02.000Z;en
Ferran Torres;"Pedri, Lamine Yamal i Ferran Torres empenyen el Barça per sumar la primera victòria a la Lliga
https://naciodigital.cat/noticia/261634/pedri-lamine-yamal-i-ferran-torres-empenyen-el-barca-per-sumar-la-primera-victoria-a-la-lliga-20…";2023-08-20T20:45:00.000Z;ca
Ferran Torres;"¡VICTORIA CULÉ!

El FC Barcelona se llevó la victoria al vencer 2-0 al Cádiz FC con goles de Ferran Torres y Pedri por la segunda jornada de #LaLiga.

#JMDeportes #FCBarcelona #Fútbol";2023-08-20T20:16:12.000Z;es
Ferran Torres;"Frenkie
Ter stegen
Ferran Torres
Amazing performance from them today";2023-08-20T20:09:58.000Z;en
Ferran Torres;"Declaraciones de Xavi tras el Barça 2-0 Cádiz jornada 2 LaLiga 2023 y 24. Así habla de la actuación de Ferran Torres:
https://odsc.es/futbol/declaraciones/declaraciones-de-xavi-tras-el-barca-2-0-cadiz-jornada-2-laliga-2023-y-24/…";2023-08-20T19:58:35.000Z;es
Ferran Torres;" LOAN WATCH: Girona 3-0 Getafe.

Pablo Torre came on as a substitute in the 84th minute and completed the match.";2023-08-20T19:33:46.000Z;en
Ferran Torres;Xavi: « Ferran Torres est un exemple. Il joue dix minutes, trente minutes toujours à cent pour cent. »;2023-08-20T19:57:01.000Z;fr
Ferran Torres;"If Barça fans had somewhat of a non-extreme mindset, it would make perfect sense to them why this role fits Ferrán and how he gets advantageous situations.

But contextualizing is probably too much to ask for on this platform.";2023-08-20T19:29:51.000Z;en
Ferran Torres;And Ferran gets himself a goal! Didn’t take him long!;2023-08-20T19:28:35.000Z;en
Ferran Torres;" Xavi : ""Tout le monde est important, ils doivent tous être prêts, et Ferran Torres est un exemple.""";2023-08-20T19:50:04.000Z;fr
Ferran Torres;WE ARE TEAM VITALITY AND WE... have a new 10th anniversary jersey looking fire check it out ;2023-08-17T16:10:12.000Z;en
Ferran Torres;2-0. Pedri y Ferran Torres rescatan al Barça en la recta final https://proceso.hn/2-0-pedri-y-ferran-torres-rescatan-al-barca-en-la-recta-final/…;2023-08-20T20:15:55.000Z;es
Ferran Torres;Pedri y Ferran Torres brillan en el triunfo del Barcelona sobre Cádiz.  https://bit.ly/3E4rGgA;2023-08-20T20:28:58.000Z;es
Ferran Torres;Ansu Fati won’t surpass Ferran Torres legacy;2023-08-15T08:58:25.000Z;en
Ferran Torres;"If Torres stays, he has everything to be an excellent tool for Xavi.

If Lewandowski continues dipping & Fati sadly goes, the door is open for him to establish himself as the player he was meant to be.

His confidence is high, he is fit & motivated.

Make it happen, Ferran. ";2023-08-19T10:56:30.000Z;en
Ferran Torres;"Honestly I'd put Ansu Fati or Ferran Torres in at this point. Or both.

You have Frenkie, Pedri and Yamal with nigh-perfect deliveries into the box and there's no one better in the squad at sniffing these chances than them.

Especially with Lewandowski *really* struggling. ";2023-08-20T18:35:42.000Z;en
Ferran Torres;#GolCaracol | En el Estadio Olímpico de Montjuic, el Barcelona recibió superó 2-0 al Cádiz, sin la presencia de Xavi Hernández. Los goles fueron de Pedri y Ferran Torres.;2023-08-20T20:20:33.000Z;es
Ferran Torres; Xavi, sobre Ferran Torres: “Ejemplo de trabajo y sacrificio. Les digo que tienen que estar preparados y él es ejemplar. Siempre ha sido un ejemplo”;2023-08-20T21:07:58.000Z;es
Ferran Torres;Whisper it quietly,  but Ferran and Alba were a big reason for Barca’s crazy period under Xavi in the 21/22 season.;2023-08-15T20:29:50.000Z;en
Ferran Torres;"#Video ¡BARCELONA COSECHÓ SU PRIMER TRIUNFO EN #LALIGAxESPN!

Por la segunda jornada del fútbol español, los catalanes hicieron la tarea ante un Cádiz que aguantó por 80 minutos, pero no pudo evitar los goles de Pedri y Ferrán Torres para el 2-0 final.

https://espn.cl/video/clip/_/id/12471647?ex_cid=TW_FansCl…";2023-08-20T20:00:00.000Z;es
Ferran Torres;Pedri and Ferran Torres’ late strikes earned La Liga champions Barcelona a 2-0 win over Cadiz in their first competitive home game away from Camp Nou on Sunday. Playing at the Olympic Stadium… https://dailytrust.com/pedri-torres-snatch-win-for-barcelona-over-cadiz/?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1692570001…;2023-08-20T22:50:38.000Z;en
Ferran Torres;I really don’t understand Xavi’s treatment of Ferran tbh. He wanted to sign him, we paid €60M to sign him, we cannot sell him. And now we just refuse to play him…;2023-08-20T18:59:01.000Z;en
Ferran Torres;"Barcelona consigue su primer triunfo de la temporada ante Cádiz con goles de Pedri y Ferran Torres
#Barcelona #Cadiz #LigaEspaña #MiPasionOFICIAL

https://mipasionhn.com/barcelona-consigue-su-primer-triunfo-de-la-temporada-ante-cadiz-con-goles-de-pedri-y-ferran-torres/…";2023-08-20T20:08:57.000Z;es
Ferran Torres;"82' Pedri
90+4' Ferran Torres

La Liga'da Barcelona, sahasında Cadiz'i 2-0 mağlup etti.";2023-08-20T23:50:00.000Z;tr
Ferran Torres;"FCB 

 Cuarto gol en cinco partidos de Ferran Torres en el arranque de la temporada

 
@bonagerman";2023-08-20T21:23:40.000Z;es
Ferran Torres;Fernando Tatis just casually reminding people he’s still that dude.;2023-08-17T02:44:34.000Z;en
Ferran Torres;"Los goles de Pedri (82) y Ferran Torres (90+3) dieron la primera victoria de esta temporada al Barça, para intentar seguir cerca del Real Madrid que encabeza la clasificación tras ganar 3-1 al Almería el sábado.

#LaNoticiaATodaHora 
#TelenoticiasGMV

https://megavision.com.sv/barcelona-se-impone-ante-el-cadiz-en-la-liga/…";2023-08-20T20:28:16.000Z;es
Ferran Torres;" A departure is ruled out for Ferran Torres. He believes he can demonstrate to Xavi that he deserves more prominence. 
@scapde_45";2023-08-19T10:46:43.000Z;en
Ferran Torres;El conjunto del Barcelona logró imponerse  sobre el Cádiz gracias a los goles de Pedri y Ferran Torres;2023-08-20T21:52:12.000Z;es
Ferran Torres;" Barcelona logra el triunfo en los últimos minutos ante el Cádiz

  Pedri y Ferran Torres aseguran la primera victoria para los culés en LaLiga 23/24.

https://caracol.com.co/2023/08/20/barcelona-logra-el-triunfo-en-los-ultimos-minutos-ante-el-cadiz/…";2023-08-20T20:32:06.000Z;es
Ferran Torres;"Xavi : ""Ferran Torres est un exemple, il joue parfois 10 minutes et parfois 30 minutes, mais il donne toujours son 100%.""";2023-08-20T20:02:33.000Z;fr
Ferran Torres;Pedri y Ferrán Torres se hicieron presentes para que el club blaugrana lograra sus primeros 3 puntos de la Liga 2023-2024 ;2023-08-20T20:54:29.000Z;es
Ferran Torres;"Pedri, Torres score late to give Barca home win

Pedri and Ferran Torres scored late in the second half to earn Barcelona their first LaLiga win of the season with a 2-0 victory over Cadiz, whose inspired goalkeeper Conan Ledesma had made a string of sup… https://espn.com/soccer/report/_/gameId/674023…";2023-08-20T20:37:18.000Z;en
Ferran Torres;"Franklin Trejos was found in his burnt car, his body draped over his dog Sam. 

No doubt we will hear of many horrific stories coming out of the fire on Maui. 

Kids and pets always hit me the hard. 
RIP";2023-08-16T02:13:20.000Z;en
Ferran Torres;¡En modo 'killer'! Ferran Torres se reivindica en su 'estreno' con el Barça https://fcbarcelonanoticias.com/laliga/en-modo-killer-ferran-torres-se-reivindica-en-su-estreno-con-barcelona_295313_102.html?utm_source=Twitter&utm_medium=Social&utm_content=Article…;2023-08-20T21:40:08.000Z;es
Ferran Torres;We will keep fighting until every worker in every state in every industry is protected. Sí se puede. It is possible, we can do this.;2023-08-19T02:10:56.000Z;en
Ferran Torres;"Un triunfo con fórceps para el Barcelona en Montjuïc

Los azulgrana abaten en su estreno en el Olímpico a un competitivo Cádiz con goles a última hora de Pedri y Ferran Torres

Por 
@rbesac";2023-08-20T20:32:12.000Z;es
Ferran Torres;Till nästa match vill jag se Ferran Torres ist för Lewandowski. Där sa jag det;2023-08-20T20:32:50.000Z;sv
Ferran Torres;Pedri and Ferran Torres scored late in the second half to earn Barcelona their first LaLiga win of the season with a 2-0 victory over Cadiz, whose inspired goalkeeper Conan Ledesma had made a string of superb saves on Sunday. http://reut.rs/45hO2az;2023-08-20T20:45:08.000Z;en
Ferran Torres;"Florentino Pérez OWNS Tebas and La Liga.

Imagine allowing Camera's into the Dressing, how should the players have Privacy?

It's just like letting camera into the public Restroom. It's unacceptable.";2023-08-17T21:51:06.000Z;en
Ferran Torres;"""When you do stuff like that in front of your people, it's just memories you never forget."" -Fernando on stealing home #padres";2023-08-17T03:18:02.000Z;en
Ferran Torres;"Fernando will parallel the path of Acuña, and have a massive season his 2nd season after major surgery.
So don’t be surprised Tatis has an MVP level ‘24";2023-08-19T04:14:54.000Z;en
Ferran Torres;" Xavi, técnico del Barcelona, ha hablado sobre la victoria ante el Cádiz, el once, Frenkie de Jong, Lewandowski, Lamine Yamal, Ferran Torres, Gündogan, Gavi, Ansu Fati...
#FCBarcelona #Barça #Barcelona #BarçaCadiz #BarcaCadiz";2023-08-20T21:00:01.000Z;es
Ferran Torres;"La qüestió és: li hagués fet un petó igual a Ferran Torres o a Pedri?
Aquí rau el masclisme.";2023-08-20T20:39:54.000Z;ca
Ferran Torres;"#Deportes | Un gol de Pedri en el minuto 82 y otro de Ferran Torres en el tiempo añadido dieron la victoria al Barcelona ante el Cádiz.
https://telediario.cr/deportes/barcelona-gana-2-0-cadiz-liga-espanola…";2023-08-20T23:21:30.000Z;es
Ferran Torres;"Ferran Torres a marqué 15 buts en 72 matchs pour le FC Barcelone toutes compétitions confondues. 
@forcabarca_ar";2023-08-20T20:30:02.000Z;fr
Ferran Torres;"Pedri y Ferran Torres desatascan el estreno del Barcelona en Montjuïc. El Cádiz pudo sacar más, pero topó de nuevo con un gran Ter Stegen
 @acaradeperro";2023-08-20T20:27:46.000Z;ca
Ferran Torres;" Fernando Alonso
 Jenson Button
 Sebastian Vettel
 Jarno Trulli
 ninguno
 ninguno
 Leo Messi
 Michael Phelps";2023-08-15T09:36:47.000Z;en
Ferran Torres;PRIMERA VICTORIA EN LIGA | ¡Pedri y Ferran Torres llevan a la victoria al Barcelona! Un triunfo importante y trabajado en el Estadio Olímpico. Aquí te contamos más  https://lahora.gt/secciones-para-ti/deportes/agencia-ap/2023/08/20/el-barcelona-se-presenta-en-montjuic-con-victoria-ante-el-cadiz/?utm_medium=Social&utm_source=Twitter#Echobox=1692565140-1…;2023-08-20T20:59:01.000Z;es
Ferran Torres;" Revivez la victoire du Barça ce soir, en 
@LaLiga
 #BarçaCadiz (2-0, buts de Pedri et Ferran Torres)";2023-08-20T22:24:06.000Z;fr
Ferran Torres;#Video El #Barcelona destrabó el partido frente a #Cádiz sobre el final, gracias a los goles de Pedri (82') y Ferran Torres (93'). Así cosechó el primer triunfo en #LaLigaxESPN, tras el 0-0 ante #Getafe en la fecha 1. https://espn.com.uy/video/clip/_/id/12471647?ex_cid=TW_FansUy…;2023-08-20T20:04:13.000Z;es
Ferran Torres;"Pedri y Ferran Torres rescatan al Barcelona en la recta final

https://laverdaddemonagas.com/2023/08/20/pedri-y-ferran-torres-rescatan-al-barcelona/…";2023-08-20T21:53:45.000Z;ca
Ferran Torres;"Had this movie poster on my wall. 
@erniereyesjr
 is a  legend ";2023-08-20T17:48:58.000Z;en
Ferran Torres;" El #FCBarcelona supera en el final a #Cádiz y logra su primera victoria en #LaLiga

 Pedri destrabó el partido tras combinar con Gündoğan y Ferran Torres sentenció (Video)

https://aficioncentral.com/noticias/futbol-internacional/el-barcelona-supera-en-el-final-a-cadiz-y-logra-su-primera-victoria/33505/…";2023-08-20T20:57:57.000Z;es
Ferran Torres;"| Xavi continues...

: ""It was a match that should have been 4-1 or 5-1. All our players have to be ready. Ferran is an example of that.""";2023-08-20T19:59:06.000Z;en
Ferran Torres;"Pedri y Ferran Torres rescatan al Barcelona en la recta final
https://unionradio.net/2023/08/20/pedri-y-ferran-torres-rescatan-al-barcelona-en-la-recta-final/…";2023-08-20T21:30:00.000Z;ca
Ferran Torres;"#FocoInformativo || Deportes  Pedri y Ferran Torres rescatan al Barcelona en la recta final 
#20Agsoto #Pedri #FerranTorres #Rescatan 
@FCBarcelona
 #rectafinal 
https://focoinformativo.com/pedri-y-ferran-torres-rescatan-al-barcelona-en-la-recta-final/…";2023-08-20T23:27:15.000Z;es
Ferran Torres;One of the few teams that stuck together through thick and thin in this generation…Cabal and Farah were a huge deal for Colombia, a country with a big, underserved tennis fandom.;2023-08-16T20:10:39.000Z;en
Ferran Torres;"Barcelona, LaLiga'nın 2. hafta maçında Cadiz'i 2-0 mağlup etti.

Maçın galibiyet gollerini Pedri (82') ve Ferran Torres (90+3') kaydetti. Barcelona, bu galibiyetle puanını 4'e yükseltti.";2023-08-20T20:01:16.000Z;tr
Ferran Torres;"| Xavi continues...

: ""It was a match that should have been 4-1 or 5-1. All our players have to be ready. Ferran is an example of that.""";2023-08-20T19:59:06.000Z;en
Ferran Torres;"Pedri y Ferran Torres rescatan al Barcelona en la recta final
https://unionradio.net/2023/08/20/pedri-y-ferran-torres-rescatan-al-barcelona-en-la-recta-final/…";2023-08-20T21:30:00.000Z;ca
Ferran Torres;"#FocoInformativo || Deportes  Pedri y Ferran Torres rescatan al Barcelona en la recta final 
#20Agsoto #Pedri #FerranTorres #Rescatan 
@FCBarcelona
 #rectafinal 
https://focoinformativo.com/pedri-y-ferran-torres-rescatan-al-barcelona-en-la-recta-final/…";2023-08-20T23:27:15.000Z;es
Ferran Torres;One of the few teams that stuck together through thick and thin in this generation…Cabal and Farah were a huge deal for Colombia, a country with a big, underserved tennis fandom.;2023-08-16T20:10:39.000Z;en
Ferran Torres;"Barcelona, LaLiga'nın 2. hafta maçında Cadiz'i 2-0 mağlup etti.

Maçın galibiyet gollerini Pedri (82') ve Ferran Torres (90+3') kaydetti. Barcelona, bu galibiyetle puanını 4'e yükseltti.";2023-08-20T20:01:16.000Z;tr
Ferran Torres;"Wait a minute here. 

The leader of the white nationalist proud boy’s group name is Enrique !?";2023-08-18T12:00:06.000Z;en
Ferran Torres;If you’re Carlos Alcaraz/Juan Carlos Ferrero, are you encouraged that he’s finding ways to win despite being a long way short of his best, or concerned at the opposition pushing him quite this hard?;2023-08-18T21:35:35.000Z;en
Ferran Torres;You are gonna win the champs Nikita. Heads up ;2023-08-16T21:05:47.000Z;en
Ferran Torres;Ferran Torres Redemption Season is well & truly underway! ;2023-08-27T17:03:01.000Z;en
Ferran Torres;"3-0 Barcelona.

FERRAN TORES MAKES IT 3 VS REAL MADRID !!!!";2023-08-26T09:02:59.000Z;en
Ferran Torres;"Ferran Torres deserves to start the next game for Barcelona. It will also be a well-needed break for Robert Lewandowski, who is struggling to find the back of the net, lately. 

Ferran has been putting extra effort off-the-field and safe to say, earning plaudits through his";2023-08-23T10:23:59.000Z;en
Ferran Torres;Who needs Mbappé? We have Ferran Torres! ;2023-08-27T17:02:53.000Z;en
Ferran Torres;Ferran Torres has gone through a LOT OF hate. It's now time for apologies.;2023-08-27T18:46:14.000Z;en
Ferran Torres;Ferran Torres since he broke up with his girl;2023-08-27T18:38:57.000Z;en
Ferran Torres;" “You celebrated with great desire...”

 Ferran Torres: “Yes, I am trying to give my best and I am satisfied with how things are going. Now the results are being achieved, and most importantly, I am helping the team.”";2023-08-27T17:35:22.000Z;en
Ferran Torres;Ferran Torres after winning the UCL this season -;2023-08-27T17:55:19.000Z;en
Ferran Torres;"Ferran: ""I'm working very well. Not everyone can see the invisible work.""";2023-08-27T17:37:09.000Z;en
Ferran Torres;"Ferran Torres will have a bigger role against Villarreal.

— 
@SPORT";2023-08-25T08:02:15.000Z;en
Ferran Torres; Ferrán Torres: “Xavi is the one who decides the starting lineup. I go out on the pitch to help the team as much as possible.”;2023-08-27T17:40:56.000Z;en
Ferran Torres;" Ferran Torres en lo que ha jugado pretemporada y oficiales: 
 165 minutos jugados 
 5 goles 
 1 asistencia 
 1G/A cada 28 minutos. 
 1 gol cada 33 minutos.
  2 goles en esta liga (máximo goleador del equipo) y ambos a los 5 minutos de haber entrado.";2023-08-27T20:09:19.000Z;es
Ferran Torres; Je monte officiellement dans le train Ferran Torres;2023-08-27T22:11:00.000Z;fr
Ferran Torres; Ferran Torres en IG: “La Tiburoneta ” #FCBlive #Barça #FCBarcelona;2023-08-27T19:04:07.000Z;es
Ferran Torres;Actuellement Ferran Torres foudroie Lewandoski.;2023-08-27T20:23:39.000Z;fr
Ferran Torres;Ferran Torres is on a mission.;2023-08-27T20:59:31.000Z;en
Ferran Torres; | Xavi: “Ferran Torres? He has it clear, he wants to succeed and this is something that I apreciate. He will get more opportunities in the coming games.”;2023-08-27T18:05:30.000Z;en
Ferran Torres;"Ferran ‘Villa’Torres.

Esfuerzo. Sacrificio. Trabajo.";2023-08-27T20:34:46.000Z;es
Ferran Torres;"Ferran Torres : ""Haaland et Mbappé? Je pense que je peux rivaliser avec eux, je sais jusqu'où je peux aller""

Montez dans le train les gars";2023-08-27T22:05:21.000Z;fr
Ferran Torres;ferran torres;2023-08-27T21:42:04.000Z;es
Ferran Torres;Ferran Torres >>>> Vinícius Júnior + Rodrygo Goes.;2023-08-27T19:53:09.000Z;ca
Ferran Torres;"Lol  What’s going on here! 

—
#bbnaijaAllstars #guinessmatchday So Seyi How is Seyi Bottom 3 jury Mercy and whitemoney tolanibaj Somgel dembele juventus ferran Torres Diaz Elena endo Balde Rabiot tail";2023-08-27T19:15:28.000Z;en
Ferran Torres;"Minuto 50' (3-2). 

Minuto 63', sale Ferrán. Minuto 68', gol Ferrán y minuto 71', gol Lewandowski. (3-4).  

Aún así, seguirá siendo suplente. Ferrán Torres, también llamado como el ";2023-08-27T21:49:16.000Z;es
Ferran Torres;"Barca   rating (10) Vs Villarreal
Lamine Yamal - 9
Ferran Torres - 8.5
Frenkie De Jong - 8.5
Gavi - 7
Kounde - 7
Romeu - 7
Lewandowski -6.5
Gundogan - 6.5
Fermin - 6.5
Ansu Fati - 6
Sergi Roberto - 2
Eric Garcia - 5.5
Christensen - 5.5
Xavi - 9
What do you think Barcelona team??";2023-08-27T18:36:49.000Z;en
Ferran Torres;GOOOOOOOOAAAAAAAALLLL!!! Ferran Torres (3-3, min. 68);2023-08-27T17:01:09.000Z;en
Ferran Torres;"Who Will be the best number 7 This Season ?! 
1- Ferran Torres 
2- Vinicius Junior 
3- Kylian Mbappe 
4- Cristiano Ronaldo 
The serious business has just started  
#FCBlive";2023-08-27T18:44:54.000Z;en
Ferran Torres;" Xavi: ""Ferran is an example, he is always ready.""";2023-08-26T12:48:21.000Z;en
Ferran Torres;Survey: Should Ferran Torres start vs Villarreal?;2023-08-22T13:30:01.000Z;en
Ferran Torres;AQUI VIENE FERRAN TORRES;2023-08-27T21:33:56.000Z;ca
Ferran Torres;Redemption season for Ferran Torres;2023-08-27T23:57:27.000Z;en
Ferran Torres;"¿Hay que seguir llamándole ""Ferran Torres"" o ya ""Ferran Villa""? ";2023-08-27T18:48:47.000Z;es
Ferran Torres; Ferran Torres: “I have worked very well. Often, not everyone can see the invisible work. The most important thing is that I am able to help the team.”;2023-08-27T17:39:14.000Z;en
Ferran Torres;"Not sure I’ve ever seen this Ferran Torres comp before but WOW! 

Man was a BALLER at Valencia! ";2023-08-23T08:44:45.000Z;en
Ferran Torres;Since preseason started, Ferran Torres has scored 5 goals in 6 matches. He didn’t start any of those matches.;2023-08-27T18:10:13.000Z;en
Ferran Torres;"𝟐 𝐠𝐨𝐚𝐥𝐬 𝐢𝐧 𝟐 𝐠𝐚𝐦𝐞𝐬, 𝐰𝐢𝐭𝐡𝐨𝐮𝐭 𝐟𝐨𝐫𝐠𝐞𝐭𝐭𝐢𝐧𝐠 𝐡𝐢𝐬 𝐛𝐫𝐢𝐥𝐥𝐢𝐚𝐧𝐭 𝐩𝐫𝐞-𝐬𝐞𝐚𝐬𝐨𝐧.... 

Describe Ferran Torres’ start to the season in one word ";2023-08-27T18:23:55.000Z;en
Ferran Torres;"Drama GILA Di El Madrigal 

#Barcelona menjadi pemenang drama epik di El Madrigal, menghentikan perlawanan #Villarreal setelah saling beradu comeback!

 Gavi 12'
 Frenkie de Jong 15'
 Juan Foyth 26'
 Alexander Sørloth 40'
 Álex Baena 60'";2023-08-27T20:38:43.000Z;in
Ferran Torres;Loving this new Ferran Torres;2023-08-27T20:22:04.000Z;en
Ferran Torres;" | Ferran Torres via IG: ""La Tiburoneta.   ";2023-08-27T19:00:31.000Z;ca
Ferran Torres;"Villarreal 3-4 Barcelona

 Gavi aos 11 do 1T (0-1)
 De Jong aos 14 do 1T (0-2)
 Foyth aos 25 do 1T (1-2)
 Sorloth aos 39 do 1T (2-2)
 Baena aos 4 do 2T (3-2)
 Ferran Torres aos 22 do 2T (3-3)
 Lewandowski aos 25 do 2T (3-4)

Jogaço na ";2023-08-27T20:15:29.000Z;pt
Ferran Torres;"Rubiales: “Jamás dimitiré, femilocas”

Sociedad: 

Ferrán Torres:";2023-08-27T17:55:01.000Z;es
Ferran Torres;| Ferran Torres has been doing double sessions at the Ciutat Esportiva since the season began. Whenever the team has trained in the afternoon, he has also shown up in the morning to work individually. In addition, he has attended all the voluntary training sessions.;2023-08-23T13:57:51.000Z;en
Ferran Torres;"3-3.

FERRAN TORRES EQUALIZED VS VILLARREAL !!!!! WHAT A GAME !!!!!";2023-08-27T17:00:21.000Z;en
Ferran Torres;" Ferran Torres will get prominence vs. Villarreal on Sunday. 
@scapde_45";2023-08-25T08:51:08.000Z;en
Ferran Torres;a veces un hombre (ferran torres) solo necesita creerse un tiburón ;2023-08-27T19:53:03.000Z;es
Ferran Torres;"From the Barça dressing room they say: ""All the dressing room see Ferran Torres as one of the most professional players on the team.""

— 
@alexpintanel";2023-08-23T15:35:36.000Z;en
Ferran Torres;"Xavi: ""Ferran is hungry. He has ambition and he believes it. He wants to succeed at Barça and he's sure that he can make it through hard work and effort. I already said it, he's an example for the rest of the players. He's always there.""";2023-08-27T18:05:47.000Z;en
Ferran Torres;"Ferran: ""I'm trying to take advantage of the opportunities that I have. Whenever the manager decides, I will try to help the team with goals and assists.""";2023-08-27T17:34:41.000Z;en
Ferran Torres;More of this version of Ferran Torres is always a good thing. He deserves a start, and a full 90 minutes on the pitch.;2023-08-27T17:32:56.000Z;en
Ferran Torres;"Sergi Roberto: ""When we were eating today, I asked Ferran: How many minutes will you need to score today? Look, it took him five minutes!"" *laughs*";2023-08-27T17:44:50.000Z;en
Ferran Torres;"Right now, Ferran Torres is gliding across the pitch & getting goals whether you play him at LW, CF or RW. He's so high on confidence right now, and everything he does just works.

With Ferran, who knows how long this form will last, but Xavi has to make full use of it right now.";2023-08-27T17:37:31.000Z;en
Ferran Torres;"Ferran Torres since the beginning of the summer:

- Assists with a psychologist for his mental health
- Trains after matches
- Trains on days off
- Double training session
- Follows a complete diet
-Changed his number to No. 7
- 1 goal every 35 minutes since the preseason
- New";2023-08-23T22:01:11.000Z;en
Ferran Torres;"Ferran Torres acknowledged that he would not put an end to the rumors based on statements, but rather with his performance. He intensified his bodybuilding and mental health work. He has turned the situation around with his shark mentality.

— 
@tjuanmarti";2023-08-22T14:40:30.000Z;en
Ferran Torres;"Ferran: ""I'm trying to take advantage of the opportunities that I have. Whenever the manager decides, I will try to help the team with goals and assists.""";2023-08-27T17:37:18.000Z;en
Ferran Torres;This game-state is built for Ferran Torres & his exploitation of space in behind. I’d look to sub him on for Lewandowski, who’s once again offering next to nothing. ;2023-08-27T16:29:23.000Z;en
Ferran Torres;Ferran Torres deserves to start based on what we've seen so far since the start of preseason;2023-08-27T17:27:04.000Z;en
Ferran Torres; - Huge chance for Ferran Torres but he delivers a bad pass..;2023-08-27T17:10:42.000Z;en
Ferran Torres;"| People close to Ferran Torres say that he is in a better physical state than ever before. 
@rac1";2023-08-23T18:09:39.000Z;en
Ferran Torres;Par contre Ferran Torres en supersub c’est vraiment top ;2023-08-27T21:41:42.000Z;fr
Ferran Torres;" Xavi Hernandez'in rəhbərliyi altında La Liga'da meydana sonradan daxil olaraq ən çox qol vuran Barça'nın ilk 3 oyunçusu:

 Ferran Torres
 Ansu Fati 
 Luuk de Jong. 

#FCBAZFAN";2023-08-27T20:28:14.000Z;tr
Ferran Torres;Ferran Torres es mejor que Rodrigo;2023-08-27T22:16:57.000Z;es
Ferran Torres;"Vamos a jugar, decidme vuestro XI a dia de hoy, el mio:

Unai Simon; Porro, Eric Garcia, Pau Torres, Fran Garcia (Balde esta tocado); Gavi, Rodri, Isco (Pedri esta lesionado); Lamine, Ferran, Olmo.";2023-08-27T18:50:02.000Z;es
Ferran Torres;"Lo que voy a decir es para que lo enmarquéis y más viniendo de mi...
Ferran Torres a este nivel es el digno sucesor del número 7 de David Villa";2023-08-27T22:04:12.000Z;es
Ferran Torres;Ferran Torres is like a new signing ;2023-08-27T19:31:51.000Z;en
Ferran Torres;Otro mordisco bueno y tres puntos más!  #betterneverstops;2023-08-27T20:28:56.000Z;es
Ferran Torres;" Ferran Torres insists on vindicating himself based on goals. He scored against Cádiz, and he also scored multiple goals in pre-season, but for now Raphinha, Lamine Yamal, Abde and Ansu Fati are ahead of him. However, the 23-year does NOT give up. 
@marca";2023-08-23T06:27:02.000Z;en
Ferran Torres;"Ferran Torres: ""I have been working very well and sometimes it cannot be seen. The most important thing is to be able to help the team.""

""When I'm on the pitch, I'm there to help the team as much as possible. It's Xavi who decides the starting eleven.""";2023-08-27T22:35:51.000Z;en
Ferran Torres;"O Barcelona venceu hoje o Villarreal por 4 a 3 após um JOGAÇO. Yamine Lamal se destacou novamente. O Xavi vai ter um problema pra resolver com a volta de Raphinha e o garoto de 16 anos e Ferran Torres indo bem. Nosso 
@marcelobechler
 fala sobre isso no #ConexãoEuropa! ";2023-08-27T19:40:00.000Z;pt
Ferran Torres;"Même si c'est ton ennemi, faut reconnaître que les oreilles du lapin sont longues !!

Franchement le début de saison de Ferran Torres c'est vraiment bien";2023-08-27T22:49:04.000Z;fr
Ferran Torres;"Ferran Torres back in July: ""My mentality for this new season? I'm a bull. Nobody is going to be able to beat me.""";2023-08-27T17:35:03.000Z;en
Ferran Torres;61' Ferran Torres is getting ready to come on.;2023-08-27T16:53:52.000Z;en
Ferran Torres;Ferran Torres: “I am trying to do my best and I am satisfied with how things are going. Now the results are achieved and the most important thing is to help the team.”;2023-08-27T17:33:42.000Z;en
Ferran Torres;Look into Ferran Torres’ eyes. The look of a shark. This is his season.;2023-08-27T17:01:29.000Z;en
Ferran Torres;" Sergi Roberto: ""Today while eating, I asked Ferran how many minutes he would need to score, and look, he needed five minutes.""";2023-08-27T17:43:28.000Z;en
